"dataset","sim","method","mse"
"Friedman1",1,"RF",3.61355970001543
"Friedman1",2,"RF",3.65444336604533
"Friedman1",3,"RF",3.50254355765773
"Friedman1",4,"RF",3.63743944600449
"Friedman1",5,"RF",3.62663742908317
"Friedman1",6,"RF",3.62195567372263
"Friedman1",7,"RF",3.65565203625262
"Friedman1",8,"RF",3.68858378504515
"Friedman1",9,"RF",3.69041752245965
"Friedman1",10,"RF",3.66778318073795
"Friedman1",11,"RF",3.64080062097102
"Friedman1",12,"RF",3.58662530976787
"Friedman1",13,"RF",3.74097701849543
"Friedman1",14,"RF",3.60010611465744
"Friedman1",15,"RF",3.63372522928132
"Friedman1",16,"RF",3.71635457724377
"Friedman1",17,"RF",3.67681318067491
"Friedman1",18,"RF",3.53143763561554
"Friedman1",19,"RF",3.7362255663214
"Friedman1",20,"RF",3.60086979276581
"Friedman1",21,"RF",3.59363062938377
"Friedman1",22,"RF",3.59026641664315
"Friedman1",23,"RF",3.55642370657419
"Friedman1",24,"RF",3.57158779319541
"Friedman1",25,"RF",3.67107818421016
"Friedman1",26,"RF",3.60344545052274
"Friedman1",27,"RF",3.65966297470639
"Friedman1",28,"RF",3.55635208537454
"Friedman1",29,"RF",3.55667665720036
"Friedman1",30,"RF",3.60329890629927
"Friedman1",31,"RF",3.54823531173939
"Friedman1",32,"RF",3.60907498935576
"Friedman1",33,"RF",3.68665966126995
"Friedman1",34,"RF",3.67459963198562
"Friedman1",35,"RF",3.56842428725372
"Friedman1",36,"RF",3.66215380975854
"Friedman1",37,"RF",3.63151515674351
"Friedman1",38,"RF",3.64799363622506
"Friedman1",39,"RF",3.58529205704419
"Friedman1",40,"RF",3.68241244512269
"Friedman1",41,"RF",3.57409061283499
"Friedman1",42,"RF",3.62067461646149
"Friedman1",43,"RF",3.66475196089844
"Friedman1",44,"RF",3.57608807850434
"Friedman1",45,"RF",3.63066672716767
"Friedman1",46,"RF",3.62533195252247
"Friedman1",47,"RF",3.54043197184462
"Friedman1",48,"RF",3.57429664546942
"Friedman1",49,"RF",3.57269949304266
"Friedman1",50,"RF",3.54448107839616
"Friedman1",1,"SSS",3.66749097923742
"Friedman1",2,"SSS",3.62055364631739
"Friedman1",3,"SSS",3.67580251451577
"Friedman1",4,"SSS",3.64156809339677
"Friedman1",5,"SSS",3.66686623209405
"Friedman1",6,"SSS",3.67394070915901
"Friedman1",7,"SSS",3.66264810097805
"Friedman1",8,"SSS",3.70693094032858
"Friedman1",9,"SSS",3.6604265383314
"Friedman1",10,"SSS",3.63912912655288
"Friedman1",11,"SSS",3.66346443766161
"Friedman1",12,"SSS",3.70599586761962
"Friedman1",13,"SSS",3.60216731895696
"Friedman1",14,"SSS",3.58640577221582
"Friedman1",15,"SSS",3.62381135392315
"Friedman1",16,"SSS",3.64657090474085
"Friedman1",17,"SSS",3.52945039555715
"Friedman1",18,"SSS",3.60217771425351
"Friedman1",19,"SSS",3.65985140625049
