"dataset","sim","method","mse"
"Friedman1",20,"SSS",3.70799123998084
"Friedman1",21,"SSS",3.56892231997013
"Friedman1",22,"SSS",3.55984274315853
"Friedman1",23,"SSS",3.58823763762104
"Friedman1",24,"SSS",3.60039553169195
"Friedman1",25,"SSS",3.58738913017355
"Friedman1",26,"SSS",3.64450160419779
"Friedman1",27,"SSS",3.62151092660323
"Friedman1",28,"SSS",3.62089434889202
"Friedman1",29,"SSS",3.60620899691244
"Friedman1",30,"SSS",3.64470063838613
"Friedman1",31,"SSS",3.55803467578917
"Friedman1",32,"SSS",3.68615289188162
"Friedman1",33,"SSS",3.63134134420295
"Friedman1",34,"SSS",3.64948329541073
"Friedman1",35,"SSS",3.69140657730051
"Friedman1",36,"SSS",3.70984372222177
"Friedman1",37,"SSS",3.6149843029723
"Friedman1",38,"SSS",3.5865639011523
"Friedman1",39,"SSS",3.65818781085881
"Friedman1",40,"SSS",3.69053455194055
"Friedman1",41,"SSS",3.71522763354261
"Friedman1",42,"SSS",3.73811211124689
"Friedman1",43,"SSS",3.63961126439688
"Friedman1",44,"SSS",3.63610598999069
"Friedman1",45,"SSS",3.6132459584777
"Friedman1",46,"SSS",3.53623339034288
"Friedman1",47,"SSS",3.64258067668948
"Friedman1",48,"SSS",3.62301187990959
"Friedman1",49,"SSS",3.62041534991986
"Friedman1",50,"SSS",3.67423642438475
"Friedman1",1,"ER",4.60859675963375
"Friedman1",2,"ER",4.59240140778815
"Friedman1",3,"ER",4.53297659464507
"Friedman1",4,"ER",4.70289105228093
"Friedman1",5,"ER",4.63227744086135
"Friedman1",6,"ER",4.77457280198727
"Friedman1",7,"ER",4.68009367389047
"Friedman1",8,"ER",4.59667871267036
"Friedman1",9,"ER",4.66340155951142
"Friedman1",10,"ER",4.67624290036591
"Friedman1",11,"ER",4.61333270127456
"Friedman1",12,"ER",4.60212843335077
"Friedman1",13,"ER",4.67706477028873
"Friedman1",14,"ER",4.69435011327167
"Friedman1",15,"ER",4.45908102936041
"Friedman1",16,"ER",4.65268428465548
"Friedman1",17,"ER",4.66116862790398
"Friedman1",18,"ER",4.57275467568144
"Friedman1",19,"ER",4.68273794349537
"Friedman1",20,"ER",4.48539946511646
"Friedman1",21,"ER",4.59221539826538
"Friedman1",22,"ER",4.526279756314
"Friedman1",23,"ER",4.68778867631438
"Friedman1",24,"ER",4.64693393474156
"Friedman1",25,"ER",4.62619941989667
"Friedman1",26,"ER",4.5812056219858
"Friedman1",27,"ER",4.67319124174631
"Friedman1",28,"ER",4.69711801737118
"Friedman1",29,"ER",4.62889845765422
"Friedman1",30,"ER",4.62809955818158
"Friedman1",31,"ER",4.6657293765129
"Friedman1",32,"ER",4.54150736600749
"Friedman1",33,"ER",4.5624736521386
"Friedman1",34,"ER",4.78857065635307
"Friedman1",35,"ER",4.66254374592951
"Friedman1",36,"ER",4.48560469257015
"Friedman1",37,"ER",4.6301612365865
"Friedman1",38,"ER",4.74410077331139
"Friedman1",39,"ER",4.6321368259115
"Friedman1",40,"ER",4.67713390938017
"Friedman1",41,"ER",4.54753463099514
"Friedman1",42,"ER",4.67687211414047
"Friedman1",43,"ER",4.57280788809383
"Friedman1",44,"ER",4.61826341754209
"Friedman1",45,"ER",4.67798855191659
"Friedman1",46,"ER",4.61527954304058
"Friedman1",47,"ER",4.54459289969992
"Friedman1",48,"ER",4.59083068769361
"Friedman1",49,"ER",4.61778920022674
"Friedman1",50,"ER",4.61785334193216
"Friedman1",1,"AR",4.45307840707972
"Friedman1",2,"AR",4.28048496794142
"Friedman1",3,"AR",4.47830612360036
"Friedman1",4,"AR",4.38136067348883
"Friedman1",5,"AR",4.30674733603731
"Friedman1",6,"AR",4.35256058497408
"Friedman1",7,"AR",4.50238361425026
"Friedman1",8,"AR",4.43740505590678
"Friedman1",9,"AR",4.47925125937052
"Friedman1",10,"AR",4.4367806516629
"Friedman1",11,"AR",4.40163219962822
"Friedman1",12,"AR",4.42714099305024
"Friedman1",13,"AR",4.32423136064551
"Friedman1",14,"AR",4.49918877192759
"Friedman1",15,"AR",4.49277513999583
"Friedman1",16,"AR",4.4582428837084
"Friedman1",17,"AR",4.41851107820149
"Friedman1",18,"AR",4.37372035397274
"Friedman1",19,"AR",4.56350154250601
"Friedman1",20,"AR",4.19518995318033
"Friedman1",21,"AR",4.49326697403054
"Friedman1",22,"AR",4.43728527275669
"Friedman1",23,"AR",4.45260225479353
"Friedman1",24,"AR",4.2576316896035
"Friedman1",25,"AR",4.4866975938329
"Friedman1",26,"AR",4.37594949270533
"Friedman1",27,"AR",4.52199469063764
"Friedman1",28,"AR",4.38523097340521
"Friedman1",29,"AR",4.51753296032615
"Friedman1",30,"AR",4.50155792627138
"Friedman1",31,"AR",4.53991344250888
"Friedman1",32,"AR",4.55513444530342
"Friedman1",33,"AR",4.53554007977206
"Friedman1",34,"AR",4.44444023717509
"Friedman1",35,"AR",4.47028006599223
"Friedman1",36,"AR",4.49674941032875
"Friedman1",37,"AR",4.31294365888309
"Friedman1",38,"AR",4.54592454380848
"Friedman1",39,"AR",4.48349400162783
"Friedman1",40,"AR",4.51842646830699
"Friedman1",41,"AR",4.37415744047958
"Friedman1",42,"AR",4.51993735132204
"Friedman1",43,"AR",4.37334739810024
"Friedman1",44,"AR",4.45600867987936
"Friedman1",45,"AR",4.32032911784287
"Friedman1",46,"AR",4.52026897197497
"Friedman1",47,"AR",4.35142784820255
"Friedman1",48,"AR",4.5317373298838
"Friedman1",49,"AR",4.40176780405541
"Friedman1",50,"AR",4.30454085552656
