"dataset","sim","method","mse"
"Friedman3",26,"ER",0.023453991354105
"Friedman3",27,"ER",0.0237777308220647
"Friedman3",28,"ER",0.0233420306271878
"Friedman3",29,"ER",0.0238106910547171
"Friedman3",30,"ER",0.0224277850593152
"Friedman3",31,"ER",0.0236271874267808
"Friedman3",32,"ER",0.0241582125732487
"Friedman3",33,"ER",0.0232803205517682
"Friedman3",34,"ER",0.0230596663538199
"Friedman3",35,"ER",0.0230397051529015
"Friedman3",36,"ER",0.0235759169382036
"Friedman3",37,"ER",0.0247693012710532
"Friedman3",38,"ER",0.024327411749702
"Friedman3",39,"ER",0.0239803687288661
"Friedman3",40,"ER",0.0231548266470528
"Friedman3",41,"ER",0.0241983317383366
"Friedman3",42,"ER",0.0239150614169301
"Friedman3",43,"ER",0.0232816968341221
"Friedman3",44,"ER",0.0226155204961296
"Friedman3",45,"ER",0.0231291563915805
"Friedman3",46,"ER",0.0247529385195458
"Friedman3",47,"ER",0.0233355243904125
"Friedman3",48,"ER",0.0242459598536691
"Friedman3",49,"ER",0.0233874865038146
"Friedman3",50,"ER",0.0231425657156751
"Friedman3",1,"AR",0.0131135962149511
"Friedman3",2,"AR",0.0134917464741429
"Friedman3",3,"AR",0.013216574037118
"Friedman3",4,"AR",0.0132770635855199
"Friedman3",5,"AR",0.0133270214446145
"Friedman3",6,"AR",0.0136707570065575
"Friedman3",7,"AR",0.0133164212033482
"Friedman3",8,"AR",0.0133201934245767
"Friedman3",9,"AR",0.0132352792863646
"Friedman3",10,"AR",0.0134780932973252
"Friedman3",11,"AR",0.0134676117059846
"Friedman3",12,"AR",0.0131576672667513
"Friedman3",13,"AR",0.0134627035053245
"Friedman3",14,"AR",0.0134732498471425
"Friedman3",15,"AR",0.0132756057624182
"Friedman3",16,"AR",0.0133579684348786
"Friedman3",17,"AR",0.0133834186275994
"Friedman3",18,"AR",0.0130552726328561
"Friedman3",19,"AR",0.0134671330575595
"Friedman3",20,"AR",0.0137161011978698
"Friedman3",21,"AR",0.013564795339974
"Friedman3",22,"AR",0.0130764337477389
"Friedman3",23,"AR",0.0132979250078988
"Friedman3",24,"AR",0.0130099084133609
"Friedman3",25,"AR",0.0132975157469499
"Friedman3",26,"AR",0.0131358992060686
"Friedman3",27,"AR",0.0134488599521276
"Friedman3",28,"AR",0.0133123096770907
"Friedman3",29,"AR",0.0137941212211388
"Friedman3",30,"AR",0.0131624729117801
"Friedman3",31,"AR",0.0130656341497627
"Friedman3",32,"AR",0.0132869873020971
