"dataset","sim","method","mse"
"Abalone",37,"ER",4.66384434035946
"Abalone",38,"ER",4.66852237360175
"Abalone",39,"ER",4.64008099733114
"Abalone",40,"ER",4.68691082797397
"Abalone",41,"ER",4.71620260821543
"Abalone",42,"ER",4.69118781015621
"Abalone",43,"ER",4.71874717471317
"Abalone",44,"ER",4.61457962031754
"Abalone",45,"ER",4.62016013892162
"Abalone",46,"ER",4.66240968320613
"Abalone",47,"ER",4.68527311521427
"Abalone",48,"ER",4.68011846554542
"Abalone",49,"ER",4.67261025420192
"Abalone",50,"ER",4.68868836421344
"Abalone",1,"AR",4.65308664519806
"Abalone",2,"AR",4.66210980663646
"Abalone",3,"AR",4.68537397286741
"Abalone",4,"AR",4.66783657707959
"Abalone",5,"AR",4.64948789823093
"Abalone",6,"AR",4.66097365259662
"Abalone",7,"AR",4.64535603774285
"Abalone",8,"AR",4.67526853948233
"Abalone",9,"AR",4.68829143071894
"Abalone",10,"AR",4.66569162437897
"Abalone",11,"AR",4.65508013257879
"Abalone",12,"AR",4.70892278920505
"Abalone",13,"AR",4.68322052842545
"Abalone",14,"AR",4.644997635746
"Abalone",15,"AR",4.65385792050502
"Abalone",16,"AR",4.6339138301267
"Abalone",17,"AR",4.63825548470052
"Abalone",18,"AR",4.68485086266136
"Abalone",19,"AR",4.65011567189825
"Abalone",20,"AR",4.69440011378897
"Abalone",21,"AR",4.68518247361362
"Abalone",22,"AR",4.6554449962254
"Abalone",23,"AR",4.6564830095878
"Abalone",24,"AR",4.67850546727008
"Abalone",25,"AR",4.64328839365431
"Abalone",26,"AR",4.71139191044255
"Abalone",27,"AR",4.64584924454133
"Abalone",28,"AR",4.63831047229407
"Abalone",29,"AR",4.68665731670958
"Abalone",30,"AR",4.67643180569499
"Abalone",31,"AR",4.72125996800148
"Abalone",32,"AR",4.63558089918612
"Abalone",33,"AR",4.62340192467054
"Abalone",34,"AR",4.67006655714579
"Abalone",35,"AR",4.66684888420398
"Abalone",36,"AR",4.69115237129205
"Abalone",37,"AR",4.70304206186896
"Abalone",38,"AR",4.66817839785393
"Abalone",39,"AR",4.66217477024165
"Abalone",40,"AR",4.64878819471234
"Abalone",41,"AR",4.72318655900035
"Abalone",42,"AR",4.6306256550714
"Abalone",43,"AR",4.64271204437269
"Abalone",44,"AR",4.69511052561609
"Abalone",45,"AR",4.62247937725648
"Abalone",46,"AR",4.65463050248924
"Abalone",47,"AR",4.66667574199199
"Abalone",48,"AR",4.71307932876875
"Abalone",49,"AR",4.67648532069071
"Abalone",50,"AR",4.67946915721036
