"dataset","sim","method","mse"
"Friedman2",19,"SSS",23468.7580460141
"Friedman2",20,"SSS",23671.5589345138
"Friedman2",21,"SSS",22611.3177525387
"Friedman2",22,"SSS",23035.6455765408
"Friedman2",23,"SSS",22461.8670135941
"Friedman2",24,"SSS",23604.2775115556
"Friedman2",25,"SSS",22960.9132884519
"Friedman2",26,"SSS",23486.7815615003
"Friedman2",27,"SSS",23277.8829185409
"Friedman2",28,"SSS",23718.2441306695
"Friedman2",29,"SSS",22900.1975062257
"Friedman2",30,"SSS",23626.5490678758
"Friedman2",31,"SSS",23892.7123540977
"Friedman2",32,"SSS",23050.1432218405
"Friedman2",33,"SSS",22440.7262092016
"Friedman2",34,"SSS",22618.0733942263
"Friedman2",35,"SSS",23413.4733954873
"Friedman2",36,"SSS",23531.2246919424
"Friedman2",37,"SSS",22676.3298713269
"Friedman2",38,"SSS",23042.1774603492
"Friedman2",39,"SSS",23621.4500813248
"Friedman2",40,"SSS",22903.3374770687
"Friedman2",41,"SSS",23716.9037988574
"Friedman2",42,"SSS",22601.4888147602
"Friedman2",43,"SSS",23595.2482991886
"Friedman2",44,"SSS",23672.3129549479
"Friedman2",45,"SSS",23439.274739551
"Friedman2",46,"SSS",23633.6726904799
"Friedman2",47,"SSS",23140.0217428078
"Friedman2",48,"SSS",23192.329041605
"Friedman2",49,"SSS",23163.676724933
"Friedman2",50,"SSS",23686.524995203
"Friedman2",1,"ER",26743.6422267928
"Friedman2",2,"ER",26957.9935865876
"Friedman2",3,"ER",26169.5832600382
"Friedman2",4,"ER",26333.3759100746
"Friedman2",5,"ER",26673.3788330586
"Friedman2",6,"ER",26278.8609969571
"Friedman2",7,"ER",27830.6094535581
"Friedman2",8,"ER",27707.1214602544
"Friedman2",9,"ER",26708.1745693016
"Friedman2",10,"ER",26132.7611818622
"Friedman2",11,"ER",28582.1609043349
"Friedman2",12,"ER",26680.7243934543
"Friedman2",13,"ER",26714.7533979977
"Friedman2",14,"ER",26932.5067010602
"Friedman2",15,"ER",26653.3667329242
"Friedman2",16,"ER",25777.0738189036
"Friedman2",17,"ER",27609.9296811732
"Friedman2",18,"ER",27371.9422322322
"Friedman2",19,"ER",26978.1350942884
"Friedman2",20,"ER",26355.9329450878
"Friedman2",21,"ER",26618.9579086207
"Friedman2",22,"ER",25369.2196844507
"Friedman2",23,"ER",26543.6578148356
"Friedman2",24,"ER",25005.7984240426
"Friedman2",25,"ER",26108.6679957728
"Friedman2",26,"ER",25998.7986259827
"Friedman2",27,"ER",26852.4344110681
"Friedman2",28,"ER",25655.0512275957
"Friedman2",29,"ER",26319.858709071
"Friedman2",30,"ER",26661.3575430905
"Friedman2",31,"ER",26613.5013801326
"Friedman2",32,"ER",27290.7002161801
"Friedman2",33,"ER",26033.5377626951
"Friedman2",34,"ER",26355.8625369172
"Friedman2",35,"ER",26481.7700199019
"Friedman2",36,"ER",26138.3402355562
"Friedman2",37,"ER",25091.17545611
"Friedman2",38,"ER",25588.0626881093
"Friedman2",39,"ER",26948.5963704539
"Friedman2",40,"ER",26027.6093592828
"Friedman2",41,"ER",26976.697223833
"Friedman2",42,"ER",26739.4105734882
"Friedman2",43,"ER",26383.9622438142
"Friedman2",44,"ER",26482.1710994443
"Friedman2",45,"ER",26789.1214726194
"Friedman2",46,"ER",25682.7893926886
"Friedman2",47,"ER",26211.3741084942
"Friedman2",48,"ER",25505.5967505464
"Friedman2",49,"ER",26253.64976195
"Friedman2",50,"ER",27034.9720370582
"Friedman2",1,"AR",17953.4492377276
"Friedman2",2,"AR",17764.7419234499
"Friedman2",3,"AR",17754.7985567914
"Friedman2",4,"AR",17428.2297079797
"Friedman2",5,"AR",17678.8532818969
"Friedman2",6,"AR",17604.0215680012
"Friedman2",7,"AR",17486.5905437568
"Friedman2",8,"AR",17783.5149628298
"Friedman2",9,"AR",17636.081208401
"Friedman2",10,"AR",17673.3773437
"Friedman2",11,"AR",17747.9126507522
"Friedman2",12,"AR",17805.1166638841
"Friedman2",13,"AR",17611.3372843961
"Friedman2",14,"AR",17791.1671683566
"Friedman2",15,"AR",17694.1209382546
"Friedman2",16,"AR",17419.7377969979
"Friedman2",17,"AR",17645.9478845993
"Friedman2",18,"AR",17473.7249405459
"Friedman2",19,"AR",17586.0361497042
"Friedman2",20,"AR",17584.1184228092
"Friedman2",21,"AR",17677.1328635539
"Friedman2",22,"AR",17629.4380469339
"Friedman2",23,"AR",17549.2496479491
"Friedman2",24,"AR",17797.3833400629
"Friedman2",25,"AR",17712.6823368299
"Friedman2",26,"AR",17629.1693265061
"Friedman2",27,"AR",17620.7455608659
"Friedman2",28,"AR",17765.656360922
"Friedman2",29,"AR",17801.231612514
"Friedman2",30,"AR",17466.6213835724
"Friedman2",31,"AR",17587.2785103295
"Friedman2",32,"AR",17794.1539930885
"Friedman2",33,"AR",17624.1604940543
"Friedman2",34,"AR",17755.0790832377
"Friedman2",35,"AR",17686.6655229722
"Friedman2",36,"AR",17542.5667134129
"Friedman2",37,"AR",17611.0011286669
"Friedman2",38,"AR",17530.3181618852
"Friedman2",39,"AR",17520.8469711068
"Friedman2",40,"AR",17563.7870165311
"Friedman2",41,"AR",17515.7333340843
"Friedman2",42,"AR",17651.4700773168
"Friedman2",43,"AR",17377.4415193526
"Friedman2",44,"AR",17714.065424962
"Friedman2",45,"AR",17653.4129698616
"Friedman2",46,"AR",17725.5070298984
"Friedman2",47,"AR",17646.9488121718
"Friedman2",48,"AR",17616.8283008867
"Friedman2",49,"AR",17337.2673539669
"Friedman2",50,"AR",17634.6105799853
