"dataset","sim","method","misclass","auc"
"Breast Cancer",16,"ER",0.0336749633967789,0.994166760903163
"Breast Cancer",17,"ER",0.0307467057101025,0.993780391269931
"Breast Cancer",18,"ER",0.0307467057101025,0.994204455501527
"Breast Cancer",19,"ER",0.0307467057101025,0.994242150099891
"Breast Cancer",20,"ER",0.0322108345534407,0.994034829808888
"Breast Cancer",21,"ER",0.0336749633967789,0.994440046741302
"Breast Cancer",22,"ER",0.0351390922401171,0.99413848995439
"Breast Cancer",23,"ER",0.0336749633967789,0.993902898714614
"Breast Cancer",24,"ER",0.0322108345534407,0.993940593312978
"Breast Cancer",25,"ER",0.0351390922401171,0.993884051415432
"Breast Cancer",26,"ER",0.0336749633967789,0.994176184552754
"Breast Cancer",27,"ER",0.0322108345534407,0.993902898714614
"Breast Cancer",28,"ER",0.0336749633967789,0.994260997399073
"Breast Cancer",29,"ER",0.0307467057101025,0.993893475065023
"Breast Cancer",30,"ER",0.0351390922401171,0.994110219005616
"Breast Cancer",31,"ER",0.0322108345534407,0.994524859587621
"Breast Cancer",32,"ER",0.0322108345534407,0.994025406159297
"Breast Cancer",33,"ER",0.0322108345534407,0.994157337253572
"Breast Cancer",34,"ER",0.0322108345534407,0.993855780466659
"Breast Cancer",35,"ER",0.0307467057101025,0.993978287911342
"Breast Cancer",36,"ER",0.0336749633967789,0.994081948056843
"Breast Cancer",37,"ER",0.0336749633967789,0.994336386595801
"Breast Cancer",38,"ER",0.0351390922401171,0.994044253458479
"Breast Cancer",39,"ER",0.0322108345534407,0.99413848995439
"Breast Cancer",40,"ER",0.0322108345534407,0.994091371706434
"Breast Cancer",41,"ER",0.0322108345534407,0.994392928493347
"Breast Cancer",42,"ER",0.0322108345534407,0.993459987183837
"Breast Cancer",43,"ER",0.0322108345534407,0.993818085868295
"Breast Cancer",44,"ER",0.0351390922401171,0.994081948056843
"Breast Cancer",45,"ER",0.0351390922401171,0.993629612876475
"Breast Cancer",46,"ER",0.0322108345534407,0.993921746013796
"Breast Cancer",47,"ER",0.0336749633967789,0.994166760903163
"Breast Cancer",48,"ER",0.0307467057101025,0.993968864261751
"Breast Cancer",49,"ER",0.0322108345534407,0.993950016962569
"Breast Cancer",50,"ER",0.0336749633967789,0.993931169663387
"Breast Cancer",1,"AR",0.0278184480234261,0.994185608202345
"Breast Cancer",2,"AR",0.0307467057101025,0.993836933167477
"Breast Cancer",3,"AR",0.0322108345534407,0.994223302800709
"Breast Cancer",4,"AR",0.0322108345534407,0.993912322364205
"Breast Cancer",5,"AR",0.0307467057101025,0.994185608202345
"Breast Cancer",6,"AR",0.0307467057101025,0.99386520411625
"Breast Cancer",7,"AR",0.0307467057101025,0.994119642655207
"Breast Cancer",8,"AR",0.0307467057101025,0.994524859587621
"Breast Cancer",9,"AR",0.0292825768667643,0.993610765577293
"Breast Cancer",10,"AR",0.0322108345534407,0.994100795356025
"Breast Cancer",11,"AR",0.0322108345534407,0.994129066304799
"Breast Cancer",12,"AR",0.0292825768667643,0.993931169663387
"Breast Cancer",13,"AR",0.0322108345534407,0.993874627765841
"Breast Cancer",14,"AR",0.0307467057101025,0.993705002073203
"Breast Cancer",15,"AR",0.0307467057101025,0.993639036526066
"Breast Cancer",16,"AR",0.0336749633967789,0.993884051415432
"Breast Cancer",17,"AR",0.0307467057101025,0.993808662218704
"Breast Cancer",18,"AR",0.0351390922401171,0.994402352142938
"Breast Cancer",19,"AR",0.0292825768667643,0.994279844698255
"Breast Cancer",20,"AR",0.0322108345534407,0.993902898714614
"Breast Cancer",21,"AR",0.0322108345534407,0.993695578423612
"Breast Cancer",22,"AR",0.0322108345534407,0.993846356817068
"Breast Cancer",23,"AR",0.0322108345534407,0.993789814919522
"Breast Cancer",24,"AR",0.0322108345534407,0.993940593312978
"Breast Cancer",25,"AR",0.0307467057101025,0.994166760903163
"Breast Cancer",26,"AR",0.0292825768667643,0.994289268347846
"Breast Cancer",27,"AR",0.0307467057101025,0.994119642655207
"Breast Cancer",28,"AR",0.0336749633967789,0.993761543970749
"Breast Cancer",29,"AR",0.0278184480234261,0.993836933167477
"Breast Cancer",30,"AR",0.0307467057101025,0.99405367710807
"Breast Cancer",31,"AR",0.0292825768667643,0.993902898714614
"Breast Cancer",32,"AR",0.0307467057101025,0.993893475065023
"Breast Cancer",33,"AR",0.0322108345534407,0.994072524407252
"Breast Cancer",34,"AR",0.0307467057101025,0.993686154774021
"Breast Cancer",35,"AR",0.0307467057101025,0.993799238569113
"Breast Cancer",36,"AR",0.0322108345534407,0.993799238569113
"Breast Cancer",37,"AR",0.0292825768667643,0.994383504843756
"Breast Cancer",38,"AR",0.0322108345534407,0.993893475065023
"Breast Cancer",39,"AR",0.0263543191800878,0.993836933167477
"Breast Cancer",40,"AR",0.0278184480234261,0.993912322364205
"Breast Cancer",41,"AR",0.0322108345534407,0.99386520411625
"Breast Cancer",42,"AR",0.0292825768667643,0.993657883825248
"Breast Cancer",43,"AR",0.0263543191800878,0.993893475065023
"Breast Cancer",44,"AR",0.0322108345534407,0.994147913603981
"Breast Cancer",45,"AR",0.0322108345534407,0.993997135210524
"Breast Cancer",46,"AR",0.0292825768667643,0.993384597987108
"Breast Cancer",47,"AR",0.0292825768667643,0.993997135210524
"Breast Cancer",48,"AR",0.0307467057101025,0.994025406159297
"Breast Cancer",49,"AR",0.0336749633967789,0.993997135210524
"Breast Cancer",50,"AR",0.0322108345534407,0.993893475065023
