"dataset","sim","method","minpvalue","misclass","auc"
"Spambase",17,"AR",0.9,0.0567267985220604,0.986426145936291
"Spambase",18,"AR",0.01,0.0512931971310585,0.984407606153866
"Spambase",18,"AR",0.1,0.0519452292979787,0.985742616097197
"Spambase",18,"AR",0.25,0.0497717887415779,0.986431289720898
"Spambase",18,"AR",0.5,0.0532492936318192,0.986610728668527
"Spambase",18,"AR",0.75,0.0560747663551402,0.986291220509298
"Spambase",18,"AR",0.9,0.0558574222995001,0.986055199930994
"Spambase",19,"AR",0.01,0.0523799174092589,0.984278418025087
"Spambase",19,"AR",0.1,0.049989132797218,0.985853405304112
"Spambase",19,"AR",0.25,0.0517278852423386,0.98662912759039
"Spambase",19,"AR",0.5,0.0536839817430993,0.986644361106341
"Spambase",19,"AR",0.75,0.0547707020212997,0.986542474603553
"Spambase",19,"AR",0.9,0.0562921104107803,0.986342262679627
"Spambase",20,"AR",0.01,0.052814605520539,0.984319568301942
"Spambase",20,"AR",0.1,0.0510758530754184,0.985781392319617
"Spambase",20,"AR",0.25,0.0521625733536188,0.98657076541889
"Spambase",20,"AR",0.5,0.052814605520539,0.986530208655644
"Spambase",20,"AR",0.75,0.0541186698543795,0.986520910275778
"Spambase",20,"AR",0.9,0.0549880460769398,0.986386578362393
"Spambase",21,"AR",0.01,0.0530319495761791,0.98423054126067
"Spambase",21,"AR",0.1,0.0508585090197783,0.985925813964346
"Spambase",21,"AR",0.25,0.0523799174092589,0.986485497297139
"Spambase",21,"AR",0.5,0.052814605520539,0.986524273519559
"Spambase",21,"AR",0.75,0.0565094544664203,0.986338503760107
"Spambase",21,"AR",0.9,0.0562921104107803,0.986184783735511
"Spambase",22,"AR",0.01,0.0517278852423386,0.984332625601328
"Spambase",22,"AR",0.1,0.0508585090197783,0.985913152340699
"Spambase",22,"AR",0.25,0.0508585090197783,0.986443555668807
"Spambase",22,"AR",0.5,0.0512931971310585,0.986789376264679
"Spambase",22,"AR",0.75,0.0536839817430993,0.986363233493793
"Spambase",22,"AR",0.9,0.0560747663551402,0.986438016208461
"Spambase",23,"AR",0.01,0.0521625733536188,0.983947830945166
"Spambase",23,"AR",0.1,0.049989132797218,0.986007125328708
"Spambase",23,"AR",0.25,0.0508585090197783,0.986513788112476
"Spambase",23,"AR",0.5,0.0515105411866985,0.986660979487378
"Spambase",23,"AR",0.75,0.05564007824386,0.986241365366186
"Spambase",23,"AR",0.9,0.0558574222995001,0.986219603200542
"Spambase",24,"AR",0.01,0.0519452292979787,0.984304928299599
"Spambase",24,"AR",0.1,0.0504238209084982,0.986079533988942
"Spambase",24,"AR",0.25,0.0512931971310585,0.986332964299761
"Spambase",24,"AR",0.5,0.0525972614648989,0.98667997192285
"Spambase",24,"AR",0.75,0.0552053901325799,0.986335338354195
"Spambase",24,"AR",0.9,0.05564007824386,0.986267479964959
"Spambase",25,"AR",0.01,0.0515105411866985,0.984306511002555
"Spambase",25,"AR",0.1,0.0508585090197783,0.985819970704168
"Spambase",25,"AR",0.25,0.0523799174092589,0.986341471328149
"Spambase",25,"AR",0.5,0.0539013257987394,0.986379060523352
"Spambase",25,"AR",0.75,0.05542273418822,0.98603343776535
"Spambase",25,"AR",0.9,0.0573788306889807,0.986394887552912
"Spambase",26,"AR",0.01,0.0521625733536188,0.984306708840425
"Spambase",26,"AR",0.1,0.049989132797218,0.985686627980131
"Spambase",26,"AR",0.25,0.0512931971310585,0.986348395653581
"Spambase",26,"AR",0.5,0.0519452292979787,0.986696194628148
"Spambase",26,"AR",0.75,0.05542273418822,0.986376488631049
"Spambase",26,"AR",0.9,0.0562921104107803,0.986176276707123
"Spambase",27,"AR",0.01,0.0521625733536188,0.984142503408746
"Spambase",27,"AR",0.1,0.0515105411866985,0.986108418317887
"Spambase",27,"AR",0.25,0.0508585090197783,0.98639963566178
"Spambase",27,"AR",0.5,0.052814605520539,0.986630314617607
"Spambase",27,"AR",0.75,0.0539013257987394,0.986821030323797
"Spambase",27,"AR",0.9,0.0558574222995001,0.986359276736403
"Spambase",28,"AR",0.01,0.0530319495761791,0.984081965020682
"Spambase",28,"AR",0.1,0.0519452292979787,0.986097932910804
"Spambase",28,"AR",0.25,0.052814605520539,0.986449292967022
"Spambase",28,"AR",0.5,0.0519452292979787,0.986771373018555
"Spambase",28,"AR",0.75,0.0549880460769398,0.986406955662951
"Spambase",28,"AR",0.9,0.05564007824386,0.986316741594462
"Spambase",29,"AR",0.01,0.0521625733536188,0.984147053679745
"Spambase",29,"AR",0.1,0.0532492936318192,0.986105055074106
"Spambase",29,"AR",0.25,0.0519452292979787,0.986275789155478
"Spambase",29,"AR",0.5,0.0530319495761791,0.986515964329041
"Spambase",29,"AR",0.75,0.0541186698543795,0.986615674615265
"Spambase",29,"AR",0.9,0.05542273418822,0.986370949170703
"Spambase",30,"AR",0.01,0.0521625733536188,0.98404754123139
"Spambase",30,"AR",0.1,0.0504238209084982,0.986154910217218
"Spambase",30,"AR",0.25,0.0502064768528581,0.986417638907903
"Spambase",30,"AR",0.5,0.052814605520539,0.986690853005672
"Spambase",30,"AR",0.75,0.0552053901325799,0.986353737276057
"Spambase",30,"AR",0.9,0.0567267985220604,0.986271436722349
"Spambase",31,"AR",0.01,0.0532492936318192,0.984415123992906
"Spambase",31,"AR",0.1,0.0508585090197783,0.985817596649734
"Spambase",31,"AR",0.25,0.0515105411866985,0.986248883205227
"Spambase",31,"AR",0.5,0.052814605520539,0.986495191352744
"Spambase",31,"AR",0.75,0.0552053901325799,0.986487673513703
"Spambase",31,"AR",0.9,0.0549880460769398,0.98653950703551
"Spambase",32,"AR",0.01,0.0521625733536188,0.984224803962455
"Spambase",32,"AR",0.1,0.0517278852423386,0.985871210712367
"Spambase",32,"AR",0.25,0.0502064768528581,0.98667977408498
"Spambase",32,"AR",0.5,0.0536839817430993,0.9865201189243
"Spambase",32,"AR",0.75,0.0558574222995001,0.986238793473883
"Spambase",32,"AR",0.9,0.0552053901325799,0.986305662673771
"Spambase",33,"AR",0.01,0.0523799174092589,0.984275648294915
"Spambase",33,"AR",0.1,0.0523799174092589,0.986237408608796
"Spambase",33,"AR",0.25,0.0521625733536188,0.986503500543263
"Spambase",33,"AR",0.5,0.0517278852423386,0.986549596766854
"Spambase",33,"AR",0.75,0.05542273418822,0.986233847527145
"Spambase",33,"AR",0.9,0.05542273418822,0.986335734029934
"Spambase",34,"AR",0.01,0.0508585090197783,0.984489906707574
"Spambase",34,"AR",0.1,0.049989132797218,0.985994859380799
"Spambase",34,"AR",0.25,0.0521625733536188,0.986184783735511
"Spambase",34,"AR",0.5,0.0530319495761791,0.986482925404836
"Spambase",34,"AR",0.75,0.0547707020212997,0.986540100549119
"Spambase",34,"AR",0.9,0.0552053901325799,0.986304871322293
"Spambase",35,"AR",0.01,0.0536839817430993,0.984197502336465
"Spambase",35,"AR",0.1,0.0508585090197783,0.985933727479126
"Spambase",35,"AR",0.25,0.0510758530754184,0.986460371887714
"Spambase",35,"AR",0.5,0.0543360139100196,0.986544650820117
"Spambase",35,"AR",0.75,0.0545533579656596,0.986319709162505
"Spambase",35,"AR",0.9,0.0545533579656596,0.986202786981635
"Spambase",36,"AR",0.01,0.0521625733536188,0.984079393128379
"Spambase",36,"AR",0.1,0.0510758530754184,0.985821751244994
"Spambase",36,"AR",0.25,0.0512931971310585,0.986432278910246
"Spambase",36,"AR",0.5,0.0519452292979787,0.986780473560551
"Spambase",36,"AR",0.75,0.0547707020212997,0.986490838919615
"Spambase",36,"AR",0.9,0.0562921104107803,0.986314763215767
"Spambase",37,"AR",0.01,0.0506411649641382,0.98424221369497
"Spambase",37,"AR",0.1,0.0517278852423386,0.986122069130882
"Spambase",37,"AR",0.25,0.0517278852423386,0.986548409739637
"Spambase",37,"AR",0.5,0.0521625733536188,0.986471055132666
"Spambase",37,"AR",0.75,0.0545533579656596,0.986396668093737
"Spambase",37,"AR",0.9,0.0552053901325799,0.986547816226029
"Spambase",38,"AR",0.01,0.0525972614648989,0.984159715303392
"Spambase",38,"AR",0.1,0.0515105411866985,0.985930166397475
"Spambase",38,"AR",0.25,0.0497717887415779,0.986450479994239
"Spambase",38,"AR",0.5,0.0532492936318192,0.986633480023519
"Spambase",38,"AR",0.75,0.0539013257987394,0.986030865873047
"Spambase",38,"AR",0.9,0.0547707020212997,0.986420210800207
"Spambase",39,"AR",0.01,0.0510758530754184,0.984423037507686
"Spambase",39,"AR",0.1,0.0508585090197783,0.985749540422629
"Spambase",39,"AR",0.25,0.0512931971310585,0.986304277808684
"Spambase",39,"AR",0.5,0.0523799174092589,0.986612311371483
"Spambase",39,"AR",0.75,0.0567267985220604,0.986580657312365
"Spambase",39,"AR",0.9,0.0565094544664203,0.98625521401705
"Spambase",40,"AR",0.01,0.0512931971310585,0.984119356378016
"Spambase",40,"AR",0.1,0.0508585090197783,0.985945399913426
"Spambase",40,"AR",0.25,0.0502064768528581,0.986378664847613
"Spambase",40,"AR",0.5,0.0525972614648989,0.986720330848226
"Spambase",40,"AR",0.75,0.05564007824386,0.986145216161613
"Spambase",40,"AR",0.9,0.0549880460769398,0.986479166485315
"Spambase",41,"AR",0.01,0.0521625733536188,0.984497226708745
"Spambase",41,"AR",0.1,0.0512931971310585,0.986134335078791
"Spambase",41,"AR",0.25,0.049989132797218,0.986668893002158
"Spambase",41,"AR",0.5,0.0517278852423386,0.986450282156369
"Spambase",41,"AR",0.75,0.0547707020212997,0.986573732986932
"Spambase",41,"AR",0.9,0.0558574222995001,0.986371344846442
"Spambase",42,"AR",0.01,0.052814605520539,0.984074645019511
"Spambase",42,"AR",0.1,0.0515105411866985,0.985450607401827
"Spambase",42,"AR",0.25,0.0510758530754184,0.986269854019393
"Spambase",42,"AR",0.5,0.0523799174092589,0.986643569754863
"Spambase",42,"AR",0.75,0.0539013257987394,0.986567204337239
"Spambase",42,"AR",0.9,0.0565094544664203,0.986268073478567
"Spambase",43,"AR",0.01,0.0525972614648989,0.984181873144775
"Spambase",43,"AR",0.1,0.0512931971310585,0.985724810688943
"Spambase",43,"AR",0.25,0.0519452292979787,0.986257588071484
"Spambase",43,"AR",0.5,0.0530319495761791,0.986417243232164
"Spambase",43,"AR",0.75,0.0552053901325799,0.986347208626364
"Spambase",43,"AR",0.9,0.0552053901325799,0.986245322123576
"Spambase",44,"AR",0.01,0.0521625733536188,0.984064555288167
"Spambase",44,"AR",0.1,0.0510758530754184,0.98580750691839
"Spambase",44,"AR",0.25,0.0512931971310585,0.986543068117161
"Spambase",44,"AR",0.5,0.0523799174092589,0.986247102664401
"Spambase",44,"AR",0.75,0.0543360139100196,0.986264710234786
"Spambase",44,"AR",0.9,0.0573788306889807,0.986132752375835
"Spambase",45,"AR",0.01,0.0523799174092589,0.9839618774339
"Spambase",45,"AR",0.1,0.049989132797218,0.985781590157487
"Spambase",45,"AR",0.25,0.0521625733536188,0.986593516773882
"Spambase",45,"AR",0.5,0.0539013257987394,0.986676806516938
"Spambase",45,"AR",0.75,0.05564007824386,0.986434850802549
"Spambase",45,"AR",0.9,0.0567267985220604,0.986284494021735
"Spambase",46,"AR",0.01,0.052814605520539,0.984232717477235
"Spambase",46,"AR",0.1,0.0519452292979787,0.985659128516271
"Spambase",46,"AR",0.25,0.0515105411866985,0.986781264912029
"Spambase",46,"AR",0.5,0.0530319495761791,0.98662121407561
"Spambase",46,"AR",0.75,0.0547707020212997,0.986499543785873
"Spambase",46,"AR",0.9,0.0571614866333406,0.986351758897362
"Spambase",47,"AR",0.01,0.0536839817430993,0.983980276355763
"Spambase",47,"AR",0.1,0.049989132797218,0.985850833411809
"Spambase",47,"AR",0.25,0.0502064768528581,0.986370949170703
"Spambase",47,"AR",0.5,0.0532492936318192,0.986457008643932
"Spambase",47,"AR",0.75,0.0547707020212997,0.986678587057763
"Spambase",47,"AR",0.9,0.0560747663551402,0.986018402087269
"Spambase",48,"AR",0.01,0.0523799174092589,0.98414487746318
"Spambase",48,"AR",0.1,0.0508585090197783,0.985876750172712
"Spambase",48,"AR",0.25,0.0512931971310585,0.986616861642482
"Spambase",48,"AR",0.5,0.0530319495761791,0.986383215118612
"Spambase",48,"AR",0.75,0.0545533579656596,0.986461361077061
"Spambase",48,"AR",0.9,0.05542273418822,0.986551575145549
"Spambase",49,"AR",0.01,0.0512931971310585,0.984219858015718
"Spambase",49,"AR",0.1,0.0504238209084982,0.986217624821847
"Spambase",49,"AR",0.25,0.0497717887415779,0.986477979458098
"Spambase",49,"AR",0.5,0.0534666376874592,0.986467098375276
"Spambase",49,"AR",0.75,0.0558574222995001,0.986537726494685
"Spambase",49,"AR",0.9,0.0560747663551402,0.986399042148171
"Spambase",50,"AR",0.01,0.0532492936318192,0.98432411857294
"Spambase",50,"AR",0.1,0.0502064768528581,0.985909789096918
"Spambase",50,"AR",0.25,0.0515105411866985,0.986463537293625
"Spambase",50,"AR",0.5,0.0536839817430993,0.986623588130044
"Spambase",50,"AR",0.75,0.0545533579656596,0.986205556711808
"Spambase",50,"AR",0.9,0.0558574222995001,0.986200412927201
