"dataset","sim","method","minpvalue","misclass","auc"
"Breast Cancer",15,"AR",0.1,0.0307467057101025,0.994195031851936
"Breast Cancer",15,"AR",0.25,0.0307467057101025,0.993780391269931
"Breast Cancer",15,"AR",0.5,0.0307467057101025,0.99413848995439
"Breast Cancer",15,"AR",0.75,0.0278184480234261,0.994251573749482
"Breast Cancer",15,"AR",0.9,0.0307467057101025,0.994468317690075
"Breast Cancer",16,"AR",0.01,0.0292825768667643,0.993714425722794
"Breast Cancer",16,"AR",0.1,0.0336749633967789,0.994119642655207
"Breast Cancer",16,"AR",0.25,0.0278184480234261,0.994242150099891
"Breast Cancer",16,"AR",0.5,0.0292825768667643,0.994279844698255
"Breast Cancer",16,"AR",0.75,0.0292825768667643,0.99405367710807
"Breast Cancer",16,"AR",0.9,0.0307467057101025,0.994543706886803
"Breast Cancer",17,"AR",0.01,0.0278184480234261,0.993271514192016
"Breast Cancer",17,"AR",0.1,0.0322108345534407,0.994063100757661
"Breast Cancer",17,"AR",0.25,0.0278184480234261,0.994081948056843
"Breast Cancer",17,"AR",0.5,0.0292825768667643,0.994374081194165
"Breast Cancer",17,"AR",0.75,0.0307467057101025,0.994166760903163
"Breast Cancer",17,"AR",0.9,0.0307467057101025,0.99395944061216
"Breast Cancer",18,"AR",0.01,0.0307467057101025,0.99377096762034
"Breast Cancer",18,"AR",0.1,0.0307467057101025,0.993987711560933
"Breast Cancer",18,"AR",0.25,0.0278184480234261,0.994063100757661
"Breast Cancer",18,"AR",0.5,0.0278184480234261,0.994072524407252
"Breast Cancer",18,"AR",0.75,0.0248901903367496,0.99405367710807
"Breast Cancer",18,"AR",0.9,0.0307467057101025,0.99405367710807
"Breast Cancer",19,"AR",0.01,0.0278184480234261,0.993478834483019
"Breast Cancer",19,"AR",0.1,0.0278184480234261,0.993902898714614
"Breast Cancer",19,"AR",0.25,0.0278184480234261,0.994411775792529
"Breast Cancer",19,"AR",0.5,0.0292825768667643,0.994119642655207
"Breast Cancer",19,"AR",0.75,0.0263543191800878,0.994506012288439
"Breast Cancer",19,"AR",0.9,0.0292825768667643,0.994308115647028
"Breast Cancer",20,"AR",0.01,0.0307467057101025,0.993573070978929
"Breast Cancer",20,"AR",0.1,0.0307467057101025,0.994204455501527
"Breast Cancer",20,"AR",0.25,0.0322108345534407,0.994129066304799
"Breast Cancer",20,"AR",0.5,0.0292825768667643,0.994034829808888
"Breast Cancer",20,"AR",0.75,0.0278184480234261,0.9942327264503
"Breast Cancer",20,"AR",0.9,0.0307467057101025,0.994110219005616
"Breast Cancer",21,"AR",0.01,0.0292825768667643,0.993912322364205
"Breast Cancer",21,"AR",0.1,0.0322108345534407,0.993639036526066
"Breast Cancer",21,"AR",0.25,0.0322108345534407,0.994166760903163
"Breast Cancer",21,"AR",0.5,0.0322108345534407,0.994242150099891
"Breast Cancer",21,"AR",0.75,0.0322108345534407,0.994317539296619
"Breast Cancer",21,"AR",0.9,0.0322108345534407,0.993893475065023
"Breast Cancer",22,"AR",0.01,0.0292825768667643,0.994006558860115
"Breast Cancer",22,"AR",0.1,0.0292825768667643,0.993808662218704
"Breast Cancer",22,"AR",0.25,0.0278184480234261,0.994015982509706
"Breast Cancer",22,"AR",0.5,0.0307467057101025,0.994571977835576
"Breast Cancer",22,"AR",0.75,0.0278184480234261,0.994006558860115
"Breast Cancer",22,"AR",0.9,0.0307467057101025,0.994496588638848
"Breast Cancer",23,"AR",0.01,0.0322108345534407,0.993855780466659
"Breast Cancer",23,"AR",0.1,0.0292825768667643,0.99405367710807
"Breast Cancer",23,"AR",0.25,0.0307467057101025,0.993968864261751
"Breast Cancer",23,"AR",0.5,0.0292825768667643,0.994185608202345
"Breast Cancer",23,"AR",0.75,0.0292825768667643,0.993874627765841
"Breast Cancer",23,"AR",0.9,0.0278184480234261,0.994242150099891
"Breast Cancer",24,"AR",0.01,0.0292825768667643,0.993544800030156
"Breast Cancer",24,"AR",0.1,0.0307467057101025,0.993789814919522
"Breast Cancer",24,"AR",0.25,0.0292825768667643,0.994411775792529
"Breast Cancer",24,"AR",0.5,0.0292825768667643,0.99451543593803
"Breast Cancer",24,"AR",0.75,0.0292825768667643,0.994364657544574
"Breast Cancer",24,"AR",0.9,0.0307467057101025,0.99377096762034
"Breast Cancer",25,"AR",0.01,0.0278184480234261,0.993723849372385
"Breast Cancer",25,"AR",0.1,0.0336749633967789,0.994185608202345
"Breast Cancer",25,"AR",0.25,0.0307467057101025,0.994100795356025
"Breast Cancer",25,"AR",0.5,0.0307467057101025,0.994185608202345
"Breast Cancer",25,"AR",0.75,0.0322108345534407,0.994100795356025
"Breast Cancer",25,"AR",0.9,0.0292825768667643,0.994411775792529
"Breast Cancer",26,"AR",0.01,0.0322108345534407,0.993375174337517
"Breast Cancer",26,"AR",0.1,0.0307467057101025,0.993554223679747
"Breast Cancer",26,"AR",0.25,0.0307467057101025,0.993836933167477
"Breast Cancer",26,"AR",0.5,0.0307467057101025,0.993686154774021
"Breast Cancer",26,"AR",0.75,0.0307467057101025,0.994223302800709
"Breast Cancer",26,"AR",0.9,0.0278184480234261,0.99405367710807
"Breast Cancer",27,"AR",0.01,0.0307467057101025,0.993733273021976
"Breast Cancer",27,"AR",0.1,0.0322108345534407,0.993902898714614
"Breast Cancer",27,"AR",0.25,0.0307467057101025,0.994195031851936
"Breast Cancer",27,"AR",0.5,0.0307467057101025,0.994176184552754
"Breast Cancer",27,"AR",0.75,0.0307467057101025,0.994044253458479
"Breast Cancer",27,"AR",0.9,0.0278184480234261,0.99413848995439
"Breast Cancer",28,"AR",0.01,0.0292825768667643,0.993629612876475
"Breast Cancer",28,"AR",0.1,0.0307467057101025,0.994100795356025
"Breast Cancer",28,"AR",0.25,0.0322108345534407,0.994081948056843
"Breast Cancer",28,"AR",0.5,0.0307467057101025,0.994440046741302
"Breast Cancer",28,"AR",0.75,0.0307467057101025,0.994270421048664
"Breast Cancer",28,"AR",0.9,0.0278184480234261,0.994223302800709
"Breast Cancer",29,"AR",0.01,0.0307467057101025,0.993902898714614
"Breast Cancer",29,"AR",0.1,0.0336749633967789,0.994063100757661
"Breast Cancer",29,"AR",0.25,0.0292825768667643,0.993987711560933
"Breast Cancer",29,"AR",0.5,0.0278184480234261,0.994345810245392
"Breast Cancer",29,"AR",0.75,0.0292825768667643,0.99413848995439
"Breast Cancer",29,"AR",0.9,0.0292825768667643,0.994279844698255
"Breast Cancer",30,"AR",0.01,0.0263543191800878,0.994270421048664
"Breast Cancer",30,"AR",0.1,0.0307467057101025,0.993441139884655
"Breast Cancer",30,"AR",0.25,0.0292825768667643,0.99395944061216
"Breast Cancer",30,"AR",0.5,0.0322108345534407,0.994025406159297
"Breast Cancer",30,"AR",0.75,0.0278184480234261,0.994072524407252
"Breast Cancer",30,"AR",0.9,0.0278184480234261,0.994374081194165
"Breast Cancer",31,"AR",0.01,0.0278184480234261,0.993648460175657
"Breast Cancer",31,"AR",0.1,0.0278184480234261,0.994157337253572
"Breast Cancer",31,"AR",0.25,0.0307467057101025,0.993601341927702
"Breast Cancer",31,"AR",0.5,0.0292825768667643,0.994289268347846
"Breast Cancer",31,"AR",0.75,0.0292825768667643,0.994308115647028
"Breast Cancer",31,"AR",0.9,0.0307467057101025,0.994185608202345
"Breast Cancer",32,"AR",0.01,0.0322108345534407,0.993318632439971
"Breast Cancer",32,"AR",0.1,0.0322108345534407,0.993573070978929
"Breast Cancer",32,"AR",0.25,0.0307467057101025,0.994364657544574
"Breast Cancer",32,"AR",0.5,0.0307467057101025,0.993601341927702
"Breast Cancer",32,"AR",0.75,0.0307467057101025,0.994044253458479
"Breast Cancer",32,"AR",0.9,0.0307467057101025,0.994213879151118
"Breast Cancer",33,"AR",0.01,0.0292825768667643,0.993459987183837
"Breast Cancer",33,"AR",0.1,0.0322108345534407,0.994063100757661
"Breast Cancer",33,"AR",0.25,0.0278184480234261,0.994195031851936
"Breast Cancer",33,"AR",0.5,0.0292825768667643,0.994336386595801
"Breast Cancer",33,"AR",0.75,0.0248901903367496,0.99405367710807
"Breast Cancer",33,"AR",0.9,0.0278184480234261,0.994176184552754
"Breast Cancer",34,"AR",0.01,0.0307467057101025,0.993535376380565
"Breast Cancer",34,"AR",0.1,0.0307467057101025,0.994562554185985
"Breast Cancer",34,"AR",0.25,0.0292825768667643,0.994289268347846
"Breast Cancer",34,"AR",0.5,0.0322108345534407,0.994091371706434
"Breast Cancer",34,"AR",0.75,0.0292825768667643,0.994251573749482
"Breast Cancer",34,"AR",0.9,0.0292825768667643,0.994100795356025
"Breast Cancer",35,"AR",0.01,0.0292825768667643,0.993997135210524
"Breast Cancer",35,"AR",0.1,0.0307467057101025,0.99413848995439
"Breast Cancer",35,"AR",0.25,0.0307467057101025,0.994110219005616
"Breast Cancer",35,"AR",0.5,0.0292825768667643,0.994345810245392
"Breast Cancer",35,"AR",0.75,0.0292825768667643,0.99405367710807
"Breast Cancer",35,"AR",0.9,0.0292825768667643,0.994063100757661
"Breast Cancer",36,"AR",0.01,0.0292825768667643,0.993337479739153
"Breast Cancer",36,"AR",0.1,0.0307467057101025,0.994091371706434
"Breast Cancer",36,"AR",0.25,0.0307467057101025,0.994072524407252
"Breast Cancer",36,"AR",0.5,0.0322108345534407,0.994195031851936
"Breast Cancer",36,"AR",0.75,0.0292825768667643,0.994157337253572
"Breast Cancer",36,"AR",0.9,0.0322108345534407,0.994195031851936
"Breast Cancer",37,"AR",0.01,0.0263543191800878,0.993789814919522
"Breast Cancer",37,"AR",0.1,0.0336749633967789,0.993629612876475
"Breast Cancer",37,"AR",0.25,0.0292825768667643,0.994091371706434
"Breast Cancer",37,"AR",0.5,0.0292825768667643,0.994147913603981
"Breast Cancer",37,"AR",0.75,0.0278184480234261,0.994025406159297
"Breast Cancer",37,"AR",0.9,0.0292825768667643,0.994072524407252
"Breast Cancer",38,"AR",0.01,0.0307467057101025,0.993507105431792
"Breast Cancer",38,"AR",0.1,0.0307467057101025,0.993978287911342
"Breast Cancer",38,"AR",0.25,0.0292825768667643,0.994063100757661
"Breast Cancer",38,"AR",0.5,0.0263543191800878,0.994091371706434
"Breast Cancer",38,"AR",0.75,0.0307467057101025,0.994487164989257
"Breast Cancer",38,"AR",0.9,0.0292825768667643,0.994223302800709
"Breast Cancer",39,"AR",0.01,0.0322108345534407,0.99377096762034
"Breast Cancer",39,"AR",0.1,0.0307467057101025,0.993855780466659
"Breast Cancer",39,"AR",0.25,0.0307467057101025,0.993978287911342
"Breast Cancer",39,"AR",0.5,0.0292825768667643,0.994355233894983
"Breast Cancer",39,"AR",0.75,0.0307467057101025,0.994213879151118
"Breast Cancer",39,"AR",0.9,0.0322108345534407,0.993912322364205
"Breast Cancer",40,"AR",0.01,0.0307467057101025,0.993620189226884
"Breast Cancer",40,"AR",0.1,0.0292825768667643,0.994279844698255
"Breast Cancer",40,"AR",0.25,0.0248901903367496,0.993752120321158
"Breast Cancer",40,"AR",0.5,0.0278184480234261,0.994260997399073
"Breast Cancer",40,"AR",0.75,0.0307467057101025,0.993884051415432
"Breast Cancer",40,"AR",0.9,0.0322108345534407,0.993733273021976
"Breast Cancer",41,"AR",0.01,0.0292825768667643,0.993912322364205
"Breast Cancer",41,"AR",0.1,0.0322108345534407,0.993497681782201
"Breast Cancer",41,"AR",0.25,0.0307467057101025,0.9942327264503
"Breast Cancer",41,"AR",0.5,0.0307467057101025,0.994072524407252
"Breast Cancer",41,"AR",0.75,0.0292825768667643,0.994374081194165
"Breast Cancer",41,"AR",0.9,0.0336749633967789,0.994298691997437
"Breast Cancer",42,"AR",0.01,0.0307467057101025,0.993912322364205
"Breast Cancer",42,"AR",0.1,0.0322108345534407,0.993846356817068
"Breast Cancer",42,"AR",0.25,0.0292825768667643,0.993978287911342
"Breast Cancer",42,"AR",0.5,0.0307467057101025,0.993902898714614
"Breast Cancer",42,"AR",0.75,0.0292825768667643,0.99413848995439
"Breast Cancer",42,"AR",0.9,0.0292825768667643,0.994298691997437
"Breast Cancer",43,"AR",0.01,0.0307467057101025,0.993950016962569
"Breast Cancer",43,"AR",0.1,0.0322108345534407,0.993723849372385
"Breast Cancer",43,"AR",0.25,0.0292825768667643,0.994081948056843
"Breast Cancer",43,"AR",0.5,0.0292825768667643,0.993997135210524
"Breast Cancer",43,"AR",0.75,0.0292825768667643,0.994345810245392
"Breast Cancer",43,"AR",0.9,0.0278184480234261,0.994091371706434
"Breast Cancer",44,"AR",0.01,0.0322108345534407,0.993742696671567
"Breast Cancer",44,"AR",0.1,0.0322108345534407,0.994129066304799
"Breast Cancer",44,"AR",0.25,0.0322108345534407,0.99405367710807
"Breast Cancer",44,"AR",0.5,0.0336749633967789,0.994534283237212
"Breast Cancer",44,"AR",0.75,0.0307467057101025,0.993855780466659
"Breast Cancer",44,"AR",0.9,0.0307467057101025,0.994402352142938
"Breast Cancer",45,"AR",0.01,0.0248901903367496,0.993950016962569
"Breast Cancer",45,"AR",0.1,0.0322108345534407,0.993535376380565
"Breast Cancer",45,"AR",0.25,0.0307467057101025,0.994308115647028
"Breast Cancer",45,"AR",0.5,0.0263543191800878,0.993902898714614
"Breast Cancer",45,"AR",0.75,0.0292825768667643,0.994185608202345
"Breast Cancer",45,"AR",0.9,0.0278184480234261,0.994166760903163
"Breast Cancer",46,"AR",0.01,0.0307467057101025,0.993705002073203
"Breast Cancer",46,"AR",0.1,0.0292825768667643,0.993997135210524
"Breast Cancer",46,"AR",0.25,0.0307467057101025,0.993912322364205
"Breast Cancer",46,"AR",0.5,0.0307467057101025,0.994251573749482
"Breast Cancer",46,"AR",0.75,0.0292825768667643,0.994242150099891
"Breast Cancer",46,"AR",0.9,0.0307467057101025,0.994034829808888
"Breast Cancer",47,"AR",0.01,0.0307467057101025,0.993931169663387
"Breast Cancer",47,"AR",0.1,0.0307467057101025,0.993902898714614
"Breast Cancer",47,"AR",0.25,0.0336749633967789,0.994006558860115
"Breast Cancer",47,"AR",0.5,0.0292825768667643,0.99413848995439
"Breast Cancer",47,"AR",0.75,0.0292825768667643,0.994176184552754
"Breast Cancer",47,"AR",0.9,0.0322108345534407,0.993987711560933
"Breast Cancer",48,"AR",0.01,0.0307467057101025,0.994025406159297
"Breast Cancer",48,"AR",0.1,0.0278184480234261,0.994157337253572
"Breast Cancer",48,"AR",0.25,0.0307467057101025,0.994044253458479
"Breast Cancer",48,"AR",0.5,0.0322108345534407,0.994025406159297
"Breast Cancer",48,"AR",0.75,0.0292825768667643,0.994289268347846
"Breast Cancer",48,"AR",0.9,0.0292825768667643,0.994034829808888
"Breast Cancer",49,"AR",0.01,0.0292825768667643,0.994100795356025
"Breast Cancer",49,"AR",0.1,0.0292825768667643,0.9942327264503
"Breast Cancer",49,"AR",0.25,0.0322108345534407,0.994166760903163
"Breast Cancer",49,"AR",0.5,0.0292825768667643,0.994223302800709
"Breast Cancer",49,"AR",0.75,0.0307467057101025,0.994034829808888
"Breast Cancer",49,"AR",0.9,0.0307467057101025,0.994072524407252
"Breast Cancer",50,"AR",0.01,0.0278184480234261,0.993742696671567
"Breast Cancer",50,"AR",0.1,0.0292825768667643,0.993818085868295
"Breast Cancer",50,"AR",0.25,0.0307467057101025,0.994251573749482
"Breast Cancer",50,"AR",0.5,0.0322108345534407,0.993978287911342
"Breast Cancer",50,"AR",0.75,0.0278184480234261,0.993997135210524
"Breast Cancer",50,"AR",0.9,0.0292825768667643,0.99405367710807
