"dataset","sim","method","minpvalue","mse"
"Friedman2",11,"AR",0.9,25677.1133537662
"Friedman2",12,"AR",0.01,17184.6226253705
"Friedman2",12,"AR",0.1,17801.4667687427
"Friedman2",12,"AR",0.25,19038.33660507
"Friedman2",12,"AR",0.5,21071.2582030224
"Friedman2",12,"AR",0.75,23229.7437705675
"Friedman2",12,"AR",0.9,25392.2703700786
"Friedman2",13,"AR",0.01,17338.6550158987
"Friedman2",13,"AR",0.1,17712.0186232453
"Friedman2",13,"AR",0.25,18591.0926571265
"Friedman2",13,"AR",0.5,21462.7909326138
"Friedman2",13,"AR",0.75,23426.3370387894
"Friedman2",13,"AR",0.9,24029.3477809492
"Friedman2",14,"AR",0.01,17276.3143090641
"Friedman2",14,"AR",0.1,17908.330184634
"Friedman2",14,"AR",0.25,18864.437634656
"Friedman2",14,"AR",0.5,21804.6429290276
"Friedman2",14,"AR",0.75,23445.9110611063
"Friedman2",14,"AR",0.9,25359.3831223202
"Friedman2",15,"AR",0.01,17299.0064703294
"Friedman2",15,"AR",0.1,17830.276308801
"Friedman2",15,"AR",0.25,18626.5034571304
"Friedman2",15,"AR",0.5,21000.3761601951
"Friedman2",15,"AR",0.75,23669.1221220847
"Friedman2",15,"AR",0.9,25073.0790272956
"Friedman2",16,"AR",0.01,17326.2953268705
"Friedman2",16,"AR",0.1,17815.3992598328
"Friedman2",16,"AR",0.25,18684.9485162759
"Friedman2",16,"AR",0.5,20587.5841415723
"Friedman2",16,"AR",0.75,22470.598227038
"Friedman2",16,"AR",0.9,24834.4918824644
"Friedman2",17,"AR",0.01,17231.6703869403
"Friedman2",17,"AR",0.1,17601.4506203251
"Friedman2",17,"AR",0.25,18682.3829017324
"Friedman2",17,"AR",0.5,21247.5093261339
"Friedman2",17,"AR",0.75,23825.6483145584
"Friedman2",17,"AR",0.9,25334.6693138578
"Friedman2",18,"AR",0.01,17156.3777491923
"Friedman2",18,"AR",0.1,17995.9157951215
"Friedman2",18,"AR",0.25,18708.7731026667
"Friedman2",18,"AR",0.5,21568.2309234065
"Friedman2",18,"AR",0.75,23589.5673228838
"Friedman2",18,"AR",0.9,25160.6777433377
"Friedman2",19,"AR",0.01,17361.6545166619
"Friedman2",19,"AR",0.1,17798.8609754655
"Friedman2",19,"AR",0.25,18713.1903821942
"Friedman2",19,"AR",0.5,20884.9924405949
"Friedman2",19,"AR",0.75,23705.8018853748
"Friedman2",19,"AR",0.9,25421.4590243156
"Friedman2",20,"AR",0.01,17376.4026964667
"Friedman2",20,"AR",0.1,18105.1712734693
"Friedman2",20,"AR",0.25,18674.6080014401
"Friedman2",20,"AR",0.5,20931.8504395376
"Friedman2",20,"AR",0.75,24066.6642793129
"Friedman2",20,"AR",0.9,25422.9078042988
"Friedman2",21,"AR",0.01,17332.1545385706
"Friedman2",21,"AR",0.1,17970.7633123766
"Friedman2",21,"AR",0.25,18991.0720911948
"Friedman2",21,"AR",0.5,20562.6958943273
"Friedman2",21,"AR",0.75,23782.9038497935
"Friedman2",21,"AR",0.9,25509.4370118147
"Friedman2",22,"AR",0.01,17261.8959051888
"Friedman2",22,"AR",0.1,17859.8975825031
"Friedman2",22,"AR",0.25,19299.0767241092
"Friedman2",22,"AR",0.5,21815.2609567754
"Friedman2",22,"AR",0.75,23455.1367514533
"Friedman2",22,"AR",0.9,25360.2101656015
"Friedman2",23,"AR",0.01,17327.1734678078
"Friedman2",23,"AR",0.1,17931.4718051308
"Friedman2",23,"AR",0.25,19162.7956215203
"Friedman2",23,"AR",0.5,20885.6050059288
"Friedman2",23,"AR",0.75,22862.5048938766
"Friedman2",23,"AR",0.9,24754.7800526252
"Friedman2",24,"AR",0.01,17147.0740846813
"Friedman2",24,"AR",0.1,17647.572143262
"Friedman2",24,"AR",0.25,18916.3932386754
"Friedman2",24,"AR",0.5,20974.4728499911
"Friedman2",24,"AR",0.75,23747.6906306068
"Friedman2",24,"AR",0.9,24708.8738387843
"Friedman2",25,"AR",0.01,17333.4985721229
"Friedman2",25,"AR",0.1,17927.3955620667
"Friedman2",25,"AR",0.25,18680.8676369922
"Friedman2",25,"AR",0.5,21517.6377109585
"Friedman2",25,"AR",0.75,24092.1985158304
"Friedman2",25,"AR",0.9,24452.4915348741
"Friedman2",26,"AR",0.01,17236.6658300813
"Friedman2",26,"AR",0.1,17897.9570197055
"Friedman2",26,"AR",0.25,18941.1960628475
"Friedman2",26,"AR",0.5,20994.1140175836
"Friedman2",26,"AR",0.75,23429.6646406129
"Friedman2",26,"AR",0.9,25905.2969117035
"Friedman2",27,"AR",0.01,17230.161591123
"Friedman2",27,"AR",0.1,17725.226219249
"Friedman2",27,"AR",0.25,18798.9407133908
"Friedman2",27,"AR",0.5,21236.6275523481
"Friedman2",27,"AR",0.75,23715.8348397312
"Friedman2",27,"AR",0.9,25567.6453729973
"Friedman2",28,"AR",0.01,17291.8169103318
"Friedman2",28,"AR",0.1,17488.0775869808
"Friedman2",28,"AR",0.25,18618.628639045
"Friedman2",28,"AR",0.5,20966.9872203428
"Friedman2",28,"AR",0.75,23996.6323953434
"Friedman2",28,"AR",0.9,25472.8763093982
"Friedman2",29,"AR",0.01,17193.3573326183
"Friedman2",29,"AR",0.1,17822.5922955394
"Friedman2",29,"AR",0.25,18887.8150530361
"Friedman2",29,"AR",0.5,20614.0891100064
"Friedman2",29,"AR",0.75,23229.0637742884
"Friedman2",29,"AR",0.9,25761.0748602048
"Friedman2",30,"AR",0.01,17265.9307232328
"Friedman2",30,"AR",0.1,18173.2876574249
"Friedman2",30,"AR",0.25,18691.900039964
"Friedman2",30,"AR",0.5,21087.305944082
"Friedman2",30,"AR",0.75,23473.9161597992
"Friedman2",30,"AR",0.9,25839.4588602868
"Friedman2",31,"AR",0.01,17289.3028322465
"Friedman2",31,"AR",0.1,17915.9715504218
"Friedman2",31,"AR",0.25,18962.8853273851
"Friedman2",31,"AR",0.5,20919.1634734215
"Friedman2",31,"AR",0.75,24234.7767674107
"Friedman2",31,"AR",0.9,24170.7743900926
"Friedman2",32,"AR",0.01,17274.5342644495
"Friedman2",32,"AR",0.1,17582.7085168324
"Friedman2",32,"AR",0.25,18563.0253891035
"Friedman2",32,"AR",0.5,21090.0837759041
"Friedman2",32,"AR",0.75,23916.0971905169
"Friedman2",32,"AR",0.9,25401.1526535526
"Friedman2",33,"AR",0.01,17341.5764228904
"Friedman2",33,"AR",0.1,17837.8054476793
"Friedman2",33,"AR",0.25,18703.5160268579
"Friedman2",33,"AR",0.5,20378.2550138904
"Friedman2",33,"AR",0.75,24230.9932697801
"Friedman2",33,"AR",0.9,23817.9235396909
"Friedman2",34,"AR",0.01,17230.1989562734
"Friedman2",34,"AR",0.1,17732.4780093855
"Friedman2",34,"AR",0.25,18835.0149962253
"Friedman2",34,"AR",0.5,20408.7276180762
"Friedman2",34,"AR",0.75,23065.4392270971
"Friedman2",34,"AR",0.9,24215.1052210663
"Friedman2",35,"AR",0.01,17151.5053696106
"Friedman2",35,"AR",0.1,17773.8037812841
"Friedman2",35,"AR",0.25,18438.304651477
"Friedman2",35,"AR",0.5,20927.1015599898
"Friedman2",35,"AR",0.75,23548.4931153222
"Friedman2",35,"AR",0.9,25387.838876855
"Friedman2",36,"AR",0.01,17396.067383395
"Friedman2",36,"AR",0.1,18039.8859154049
"Friedman2",36,"AR",0.25,18649.3486637191
"Friedman2",36,"AR",0.5,21244.2716617792
"Friedman2",36,"AR",0.75,23187.660055028
"Friedman2",36,"AR",0.9,25519.0261697088
"Friedman2",37,"AR",0.01,17378.3875097075
"Friedman2",37,"AR",0.1,17756.6834083784
"Friedman2",37,"AR",0.25,18997.8297190747
"Friedman2",37,"AR",0.5,20921.3756556963
"Friedman2",37,"AR",0.75,23127.1890916947
"Friedman2",37,"AR",0.9,24933.8551212957
"Friedman2",38,"AR",0.01,17345.6140246347
"Friedman2",38,"AR",0.1,17756.7916202456
"Friedman2",38,"AR",0.25,18856.5528958664
"Friedman2",38,"AR",0.5,20427.108675978
"Friedman2",38,"AR",0.75,23105.6368817432
"Friedman2",38,"AR",0.9,24657.0138981019
"Friedman2",39,"AR",0.01,17390.4940481283
"Friedman2",39,"AR",0.1,17728.3977820218
"Friedman2",39,"AR",0.25,18914.6667280218
"Friedman2",39,"AR",0.5,21198.151144675
"Friedman2",39,"AR",0.75,23336.749339802
"Friedman2",39,"AR",0.9,26892.959909092
"Friedman2",40,"AR",0.01,17277.1514032557
"Friedman2",40,"AR",0.1,17665.2471949239
"Friedman2",40,"AR",0.25,18657.062618103
"Friedman2",40,"AR",0.5,20664.8085423259
"Friedman2",40,"AR",0.75,22801.8509731624
"Friedman2",40,"AR",0.9,25771.5026039604
"Friedman2",41,"AR",0.01,17337.4638911185
"Friedman2",41,"AR",0.1,17819.1120104695
"Friedman2",41,"AR",0.25,18861.262965862
"Friedman2",41,"AR",0.5,20865.1818561259
"Friedman2",41,"AR",0.75,24134.0005741242
"Friedman2",41,"AR",0.9,24677.6298655098
"Friedman2",42,"AR",0.01,17195.4766189173
"Friedman2",42,"AR",0.1,17783.7103880207
"Friedman2",42,"AR",0.25,18781.3358382088
"Friedman2",42,"AR",0.5,20898.5735934987
"Friedman2",42,"AR",0.75,23070.1600057479
"Friedman2",42,"AR",0.9,25826.520180528
"Friedman2",43,"AR",0.01,17219.3297886867
"Friedman2",43,"AR",0.1,17896.1998162921
"Friedman2",43,"AR",0.25,18443.2186715042
"Friedman2",43,"AR",0.5,20838.4697576692
"Friedman2",43,"AR",0.75,22947.7871410974
"Friedman2",43,"AR",0.9,24713.1144573224
"Friedman2",44,"AR",0.01,17240.90412468
"Friedman2",44,"AR",0.1,17735.9267960175
"Friedman2",44,"AR",0.25,18480.0320016795
"Friedman2",44,"AR",0.5,21540.042173094
"Friedman2",44,"AR",0.75,23434.7861247768
"Friedman2",44,"AR",0.9,24912.0405713753
"Friedman2",45,"AR",0.01,17274.857350877
"Friedman2",45,"AR",0.1,17822.1235186323
"Friedman2",45,"AR",0.25,18879.2185999511
"Friedman2",45,"AR",0.5,20994.3013149565
"Friedman2",45,"AR",0.75,24020.262843214
"Friedman2",45,"AR",0.9,25480.0107577743
"Friedman2",46,"AR",0.01,17178.5301582069
"Friedman2",46,"AR",0.1,17949.1438641814
"Friedman2",46,"AR",0.25,18829.4829481496
"Friedman2",46,"AR",0.5,21174.3722539158
"Friedman2",46,"AR",0.75,22437.2498733748
"Friedman2",46,"AR",0.9,25463.861167572
"Friedman2",47,"AR",0.01,17228.225170877
"Friedman2",47,"AR",0.1,17807.1150774023
"Friedman2",47,"AR",0.25,18839.3420461547
"Friedman2",47,"AR",0.5,20793.665831336
"Friedman2",47,"AR",0.75,23709.8442589321
"Friedman2",47,"AR",0.9,25799.0932139324
"Friedman2",48,"AR",0.01,17273.4532935192
"Friedman2",48,"AR",0.1,17761.0403944179
"Friedman2",48,"AR",0.25,18886.2587491652
"Friedman2",48,"AR",0.5,21358.1305287318
"Friedman2",48,"AR",0.75,24218.5769317041
"Friedman2",48,"AR",0.9,25909.8497867371
"Friedman2",49,"AR",0.01,17326.0864757566
"Friedman2",49,"AR",0.1,17759.0196374485
"Friedman2",49,"AR",0.25,18916.8653626259
"Friedman2",49,"AR",0.5,21205.5494099216
"Friedman2",49,"AR",0.75,23454.2628880529
"Friedman2",49,"AR",0.9,25226.1372824424
"Friedman2",50,"AR",0.01,17237.8148672677
"Friedman2",50,"AR",0.1,17905.4472249895
"Friedman2",50,"AR",0.25,18421.1600306019
"Friedman2",50,"AR",0.5,21112.9752480817
"Friedman2",50,"AR",0.75,23958.9657867141
"Friedman2",50,"AR",0.9,25356.3593875623
