"dataset","sim","method","minpvalue","misclass","auc"
"Liver",13,"AR",0.75,0.249275362318841,0.787758620689655
"Liver",13,"AR",0.9,0.255072463768116,0.786137931034483
"Liver",14,"AR",0.01,0.292753623188406,0.764448275862069
"Liver",14,"AR",0.1,0.249275362318841,0.785551724137931
"Liver",14,"AR",0.25,0.240579710144928,0.785896551724138
"Liver",14,"AR",0.5,0.260869565217391,0.794689655172414
"Liver",14,"AR",0.75,0.257971014492754,0.79048275862069
"Liver",14,"AR",0.9,0.252173913043478,0.792448275862069
"Liver",15,"AR",0.01,0.284057971014493,0.766793103448276
"Liver",15,"AR",0.1,0.260869565217391,0.783689655172414
"Liver",15,"AR",0.25,0.252173913043478,0.793931034482759
"Liver",15,"AR",0.5,0.246376811594203,0.790931034482759
"Liver",15,"AR",0.75,0.252173913043478,0.790137931034483
"Liver",15,"AR",0.9,0.249275362318841,0.793620689655172
"Liver",16,"AR",0.01,0.289855072463768,0.768689655172414
"Liver",16,"AR",0.1,0.243478260869565,0.78548275862069
"Liver",16,"AR",0.25,0.255072463768116,0.792655172413793
"Liver",16,"AR",0.5,0.257971014492754,0.794103448275862
"Liver",16,"AR",0.75,0.252173913043478,0.793586206896552
"Liver",16,"AR",0.9,0.260869565217391,0.789551724137931
"Liver",17,"AR",0.01,0.292753623188406,0.761
"Liver",17,"AR",0.1,0.246376811594203,0.779931034482759
"Liver",17,"AR",0.25,0.243478260869565,0.789724137931034
"Liver",17,"AR",0.5,0.255072463768116,0.793862068965517
"Liver",17,"AR",0.75,0.255072463768116,0.788551724137931
"Liver",17,"AR",0.9,0.257971014492754,0.795758620689655
"Liver",18,"AR",0.01,0.289855072463768,0.768103448275862
"Liver",18,"AR",0.1,0.240579710144928,0.783758620689655
"Liver",18,"AR",0.25,0.257971014492754,0.78948275862069
"Liver",18,"AR",0.5,0.255072463768116,0.792586206896552
"Liver",18,"AR",0.75,0.260869565217391,0.786689655172414
"Liver",18,"AR",0.9,0.243478260869565,0.794
"Liver",19,"AR",0.01,0.289855072463768,0.766655172413793
"Liver",19,"AR",0.1,0.249275362318841,0.788
"Liver",19,"AR",0.25,0.249275362318841,0.782793103448276
"Liver",19,"AR",0.5,0.257971014492754,0.791827586206897
"Liver",19,"AR",0.75,0.255072463768116,0.793206896551724
"Liver",19,"AR",0.9,0.249275362318841,0.793103448275862
"Liver",20,"AR",0.01,0.278260869565217,0.767172413793103
"Liver",20,"AR",0.1,0.255072463768116,0.788965517241379
"Liver",20,"AR",0.25,0.246376811594203,0.787724137931034
"Liver",20,"AR",0.5,0.255072463768116,0.790965517241379
"Liver",20,"AR",0.75,0.263768115942029,0.794827586206897
"Liver",20,"AR",0.9,0.27536231884058,0.789827586206897
"Liver",21,"AR",0.01,0.304347826086957,0.762724137931034
"Liver",21,"AR",0.1,0.249275362318841,0.788
"Liver",21,"AR",0.25,0.255072463768116,0.790620689655172
"Liver",21,"AR",0.5,0.252173913043478,0.790965517241379
"Liver",21,"AR",0.75,0.255072463768116,0.794551724137931
"Liver",21,"AR",0.9,0.263768115942029,0.786655172413793
"Liver",22,"AR",0.01,0.289855072463768,0.764172413793103
"Liver",22,"AR",0.1,0.252173913043478,0.783
"Liver",22,"AR",0.25,0.249275362318841,0.792931034482759
"Liver",22,"AR",0.5,0.266666666666667,0.789896551724138
"Liver",22,"AR",0.75,0.246376811594203,0.798620689655172
"Liver",22,"AR",0.9,0.255072463768116,0.792551724137931
"Liver",23,"AR",0.01,0.298550724637681,0.762586206896552
"Liver",23,"AR",0.1,0.240579710144928,0.788310344827586
"Liver",23,"AR",0.25,0.257971014492754,0.787344827586207
"Liver",23,"AR",0.5,0.252173913043478,0.795206896551724
"Liver",23,"AR",0.75,0.260869565217391,0.791068965517241
"Liver",23,"AR",0.9,0.252173913043478,0.796551724137931
"Liver",24,"AR",0.01,0.28695652173913,0.765068965517241
"Liver",24,"AR",0.1,0.269565217391304,0.78548275862069
"Liver",24,"AR",0.25,0.263768115942029,0.789241379310345
"Liver",24,"AR",0.5,0.252173913043478,0.795206896551724
"Liver",24,"AR",0.75,0.257971014492754,0.792103448275862
"Liver",24,"AR",0.9,0.252173913043478,0.789206896551724
"Liver",25,"AR",0.01,0.289855072463768,0.764793103448276
"Liver",25,"AR",0.1,0.257971014492754,0.785
"Liver",25,"AR",0.25,0.249275362318841,0.790620689655172
"Liver",25,"AR",0.5,0.246376811594203,0.79448275862069
"Liver",25,"AR",0.75,0.260869565217391,0.787965517241379
"Liver",25,"AR",0.9,0.257971014492754,0.787310344827586
"Liver",26,"AR",0.01,0.289855072463768,0.763275862068965
"Liver",26,"AR",0.1,0.255072463768116,0.788137931034483
"Liver",26,"AR",0.25,0.249275362318841,0.787
"Liver",26,"AR",0.5,0.257971014492754,0.788551724137931
"Liver",26,"AR",0.75,0.246376811594203,0.79
"Liver",26,"AR",0.9,0.240579710144928,0.79048275862069
"Liver",27,"AR",0.01,0.295652173913043,0.763620689655172
"Liver",27,"AR",0.1,0.257971014492754,0.780034482758621
"Liver",27,"AR",0.25,0.255072463768116,0.788758620689655
"Liver",27,"AR",0.5,0.260869565217391,0.792413793103448
"Liver",27,"AR",0.75,0.257971014492754,0.793758620689655
"Liver",27,"AR",0.9,0.260869565217391,0.793620689655172
"Liver",28,"AR",0.01,0.28695652173913,0.765310344827586
"Liver",28,"AR",0.1,0.255072463768116,0.783103448275862
"Liver",28,"AR",0.25,0.249275362318841,0.789965517241379
"Liver",28,"AR",0.5,0.252173913043478,0.787551724137931
"Liver",28,"AR",0.75,0.272463768115942,0.793862068965517
"Liver",28,"AR",0.9,0.263768115942029,0.791413793103448
"Liver",29,"AR",0.01,0.298550724637681,0.761448275862069
"Liver",29,"AR",0.1,0.252173913043478,0.780689655172414
"Liver",29,"AR",0.25,0.260869565217391,0.788344827586207
"Liver",29,"AR",0.5,0.249275362318841,0.793103448275862
"Liver",29,"AR",0.75,0.240579710144928,0.796
"Liver",29,"AR",0.9,0.255072463768116,0.785241379310345
"Liver",30,"AR",0.01,0.28695652173913,0.764862068965517
"Liver",30,"AR",0.1,0.266666666666667,0.782206896551724
"Liver",30,"AR",0.25,0.23768115942029,0.791034482758621
"Liver",30,"AR",0.5,0.249275362318841,0.797172413793103
"Liver",30,"AR",0.75,0.255072463768116,0.786896551724138
"Liver",30,"AR",0.9,0.255072463768116,0.789241379310345
"Liver",31,"AR",0.01,0.278260869565217,0.766310344827586
"Liver",31,"AR",0.1,0.266666666666667,0.785586206896552
"Liver",31,"AR",0.25,0.257971014492754,0.79351724137931
"Liver",31,"AR",0.5,0.246376811594203,0.790758620689655
"Liver",31,"AR",0.75,0.260869565217391,0.788758620689655
"Liver",31,"AR",0.9,0.255072463768116,0.788655172413793
"Liver",32,"AR",0.01,0.292753623188406,0.766103448275862
"Liver",32,"AR",0.1,0.249275362318841,0.787758620689655
"Liver",32,"AR",0.25,0.240579710144928,0.793620689655172
"Liver",32,"AR",0.5,0.255072463768116,0.788827586206897
"Liver",32,"AR",0.75,0.252173913043478,0.799379310344828
"Liver",32,"AR",0.9,0.249275362318841,0.784758620689655
"Liver",33,"AR",0.01,0.295652173913043,0.76648275862069
"Liver",33,"AR",0.1,0.243478260869565,0.784241379310345
"Liver",33,"AR",0.25,0.252173913043478,0.787068965517241
"Liver",33,"AR",0.5,0.260869565217391,0.794
"Liver",33,"AR",0.75,0.255072463768116,0.794172413793103
