"dataset","sim","method","minpvalue","misclass","auc"
"Birthwt",17,"AR",0.9,0.312169312169312,0.658018252933507
"Birthwt",18,"AR",0.01,0.322751322751323,0.647327249022164
"Birthwt",18,"AR",0.1,0.328042328042328,0.65019556714472
"Birthwt",18,"AR",0.25,0.322751322751323,0.638591916558018
"Birthwt",18,"AR",0.5,0.322751322751323,0.653324641460235
"Birthwt",18,"AR",0.75,0.312169312169312,0.653194263363755
"Birthwt",18,"AR",0.9,0.322751322751323,0.65006518904824
"Birthwt",19,"AR",0.01,0.317460317460317,0.642372881355932
"Birthwt",19,"AR",0.1,0.333333333333333,0.649152542372881
"Birthwt",19,"AR",0.25,0.328042328042328,0.651890482398957
"Birthwt",19,"AR",0.5,0.306878306878307,0.649543676662321
"Birthwt",19,"AR",0.75,0.338624338624339,0.646414602346806
"Birthwt",19,"AR",0.9,0.306878306878307,0.654889178617992
"Birthwt",20,"AR",0.01,0.322751322751323,0.646023468057366
"Birthwt",20,"AR",0.1,0.333333333333333,0.651238591916558
"Birthwt",20,"AR",0.25,0.333333333333333,0.652281616688396
"Birthwt",20,"AR",0.5,0.317460317460317,0.648109517601043
"Birthwt",20,"AR",0.75,0.312169312169312,0.651368970013038
"Birthwt",20,"AR",0.9,0.317460317460317,0.65632333767927
"Birthwt",21,"AR",0.01,0.312169312169312,0.647588005215124
"Birthwt",21,"AR",0.1,0.328042328042328,0.653976531942634
"Birthwt",21,"AR",0.25,0.328042328042328,0.655280312907432
"Birthwt",21,"AR",0.5,0.333333333333333,0.655280312907432
"Birthwt",21,"AR",0.75,0.312169312169312,0.658279009126467
"Birthwt",21,"AR",0.9,0.301587301587302,0.66271186440678
"Birthwt",22,"AR",0.01,0.317460317460317,0.64354628422425
"Birthwt",22,"AR",0.1,0.338624338624339,0.65019556714472
"Birthwt",22,"AR",0.25,0.322751322751323,0.644328552803129
"Birthwt",22,"AR",0.5,0.317460317460317,0.657366362451108
"Birthwt",22,"AR",0.75,0.322751322751323,0.650847457627119
"Birthwt",22,"AR",0.9,0.312169312169312,0.657627118644068
"Birthwt",23,"AR",0.01,0.322751322751323,0.643415906127771
"Birthwt",23,"AR",0.1,0.322751322751323,0.652411994784876
"Birthwt",23,"AR",0.25,0.333333333333333,0.64406779661017
"Birthwt",23,"AR",0.5,0.338624338624339,0.64993481095176
"Birthwt",23,"AR",0.75,0.338624338624339,0.654889178617992
"Birthwt",23,"AR",0.9,0.322751322751323,0.648239895697523
"Birthwt",24,"AR",0.01,0.317460317460317,0.646023468057366
"Birthwt",24,"AR",0.1,0.317460317460317,0.642372881355932
"Birthwt",24,"AR",0.25,0.322751322751323,0.652672750977836
"Birthwt",24,"AR",0.5,0.322751322751323,0.652803129074315
"Birthwt",24,"AR",0.75,0.328042328042328,0.653976531942634
"Birthwt",24,"AR",0.9,0.333333333333333,0.648631029986962
"Birthwt",25,"AR",0.01,0.312169312169312,0.647196870925684
"Birthwt",25,"AR",0.1,0.333333333333333,0.651108213820078
"Birthwt",25,"AR",0.25,0.328042328042328,0.644719687092568
"Birthwt",25,"AR",0.5,0.338624338624339,0.658539765319426
"Birthwt",25,"AR",0.75,0.322751322751323,0.64980443285528
"Birthwt",25,"AR",0.9,0.328042328042328,0.653194263363755
"Birthwt",26,"AR",0.01,0.322751322751323,0.647848761408083
"Birthwt",26,"AR",0.1,0.333333333333333,0.646023468057366
"Birthwt",26,"AR",0.25,0.312169312169312,0.653846153846154
"Birthwt",26,"AR",0.5,0.328042328042328,0.656584093872229
"Birthwt",26,"AR",0.75,0.312169312169312,0.658670143415906
"Birthwt",26,"AR",0.9,0.322751322751323,0.656584093872229
"Birthwt",27,"AR",0.01,0.317460317460317,0.652933507170795
"Birthwt",27,"AR",0.1,0.322751322751323,0.652803129074316
"Birthwt",27,"AR",0.25,0.328042328042328,0.65645371577575
"Birthwt",27,"AR",0.5,0.317460317460317,0.657496740547588
"Birthwt",27,"AR",0.75,0.328042328042328,0.658670143415906
"Birthwt",27,"AR",0.9,0.312169312169312,0.656584093872229
"Birthwt",28,"AR",0.01,0.317460317460317,0.648891786179922
"Birthwt",28,"AR",0.1,0.328042328042328,0.645893089960887
"Birthwt",28,"AR",0.25,0.328042328042328,0.652281616688396
"Birthwt",28,"AR",0.5,0.317460317460317,0.650977835723598
"Birthwt",28,"AR",0.75,0.317460317460317,0.659061277705346
"Birthwt",28,"AR",0.9,0.322751322751323,0.660234680573664
"Birthwt",29,"AR",0.01,0.312169312169312,0.647196870925684
"Birthwt",29,"AR",0.1,0.328042328042328,0.645241199478488
"Birthwt",29,"AR",0.25,0.328042328042328,0.645241199478488
"Birthwt",29,"AR",0.5,0.328042328042328,0.651760104302477
"Birthwt",29,"AR",0.75,0.322751322751323,0.64993481095176
"Birthwt",29,"AR",0.9,0.322751322751323,0.657887874837027
"Birthwt",30,"AR",0.01,0.328042328042328,0.650456323337679
"Birthwt",30,"AR",0.1,0.333333333333333,0.651760104302477
"Birthwt",30,"AR",0.25,0.338624338624339,0.649674054758801
"Birthwt",30,"AR",0.5,0.322751322751323,0.652542372881356
"Birthwt",30,"AR",0.75,0.317460317460317,0.658018252933507
"Birthwt",30,"AR",0.9,0.317460317460317,0.656975228161669
"Birthwt",31,"AR",0.01,0.322751322751323,0.647457627118644
"Birthwt",31,"AR",0.1,0.333333333333333,0.654498044328553
"Birthwt",31,"AR",0.25,0.333333333333333,0.648370273794003
"Birthwt",31,"AR",0.5,0.322751322751323,0.644328552803129
"Birthwt",31,"AR",0.75,0.328042328042328,0.659582790091265
"Birthwt",31,"AR",0.9,0.328042328042328,0.656975228161669
"Birthwt",32,"AR",0.01,0.312169312169312,0.647848761408083
"Birthwt",32,"AR",0.1,0.338624338624339,0.649543676662321
"Birthwt",32,"AR",0.25,0.338624338624339,0.651629726205997
"Birthwt",32,"AR",0.5,0.333333333333333,0.653715775749674
"Birthwt",32,"AR",0.75,0.322751322751323,0.650847457627119
"Birthwt",32,"AR",0.9,0.328042328042328,0.651238591916558
"Birthwt",33,"AR",0.01,0.312169312169312,0.653324641460235
"Birthwt",33,"AR",0.1,0.322751322751323,0.646544980443286
"Birthwt",33,"AR",0.25,0.322751322751323,0.648500651890482
"Birthwt",33,"AR",0.5,0.328042328042328,0.657105606258149
"Birthwt",33,"AR",0.75,0.317460317460317,0.647848761408083
"Birthwt",33,"AR",0.9,0.317460317460317,0.651499348109518
"Birthwt",34,"AR",0.01,0.317460317460317,0.649152542372881
"Birthwt",34,"AR",0.1,0.322751322751323,0.654237288135593
"Birthwt",34,"AR",0.25,0.322751322751323,0.655149934810952
"Birthwt",34,"AR",0.5,0.322751322751323,0.64406779661017
"Birthwt",34,"AR",0.75,0.343915343915344,0.650325945241199
"Birthwt",34,"AR",0.9,0.322751322751323,0.658800521512386
"Birthwt",35,"AR",0.01,0.328042328042328,0.64980443285528
"Birthwt",35,"AR",0.1,0.333333333333333,0.652020860495437
"Birthwt",35,"AR",0.25,0.322751322751323,0.65645371577575
"Birthwt",35,"AR",0.5,0.328042328042328,0.645893089960887
"Birthwt",35,"AR",0.75,0.328042328042328,0.651238591916558
"Birthwt",35,"AR",0.9,0.317460317460317,0.647718383311604
"Birthwt",36,"AR",0.01,0.312169312169312,0.651368970013038
"Birthwt",36,"AR",0.1,0.328042328042328,0.648109517601043
"Birthwt",36,"AR",0.25,0.328042328042328,0.647588005215124
"Birthwt",36,"AR",0.5,0.328042328042328,0.655019556714472
"Birthwt",36,"AR",0.75,0.322751322751323,0.652672750977836
"Birthwt",36,"AR",0.9,0.338624338624339,0.654628422425033
"Birthwt",37,"AR",0.01,0.322751322751323,0.648500651890482
"Birthwt",37,"AR",0.1,0.333333333333333,0.650717079530639
"Birthwt",37,"AR",0.25,0.328042328042328,0.652151238591917
"Birthwt",37,"AR",0.5,0.312169312169312,0.655149934810952
"Birthwt",37,"AR",0.75,0.328042328042328,0.653715775749674
"Birthwt",37,"AR",0.9,0.317460317460317,0.659322033898305
"Birthwt",38,"AR",0.01,0.312169312169312,0.650456323337679
"Birthwt",38,"AR",0.1,0.317460317460317,0.645632333767927
"Birthwt",38,"AR",0.25,0.328042328042328,0.648631029986962
"Birthwt",38,"AR",0.5,0.328042328042328,0.649413298565841
"Birthwt",38,"AR",0.75,0.333333333333333,0.655671447196871
"Birthwt",38,"AR",0.9,0.312169312169312,0.648631029986962
"Birthwt",39,"AR",0.01,0.306878306878307,0.65006518904824
"Birthwt",39,"AR",0.1,0.333333333333333,0.646675358539765
"Birthwt",39,"AR",0.25,0.328042328042328,0.65593220338983
"Birthwt",39,"AR",0.5,0.338624338624339,0.647327249022164
"Birthwt",39,"AR",0.75,0.333333333333333,0.655149934810952
"Birthwt",39,"AR",0.9,0.338624338624339,0.656584093872229
"Birthwt",40,"AR",0.01,0.301587301587302,0.650456323337679
"Birthwt",40,"AR",0.1,0.338624338624339,0.653455019556714
"Birthwt",40,"AR",0.25,0.333333333333333,0.649152542372881
"Birthwt",40,"AR",0.5,0.322751322751323,0.653455019556714
"Birthwt",40,"AR",0.75,0.317460317460317,0.656714471968709
"Birthwt",40,"AR",0.9,0.317460317460317,0.650977835723598
"Birthwt",41,"AR",0.01,0.312169312169312,0.650325945241199
"Birthwt",41,"AR",0.1,0.328042328042328,0.649282920469361
"Birthwt",41,"AR",0.25,0.333333333333333,0.648370273794003
"Birthwt",41,"AR",0.5,0.333333333333333,0.649022164276402
"Birthwt",41,"AR",0.75,0.328042328042328,0.658800521512386
"Birthwt",41,"AR",0.9,0.312169312169312,0.658670143415906
"Birthwt",42,"AR",0.01,0.317460317460317,0.652411994784876
"Birthwt",42,"AR",0.1,0.333333333333333,0.651760104302477
"Birthwt",42,"AR",0.25,0.333333333333333,0.661408083441982
"Birthwt",42,"AR",0.5,0.333333333333333,0.654106910039113
"Birthwt",42,"AR",0.75,0.317460317460317,0.651238591916558
"Birthwt",42,"AR",0.9,0.322751322751323,0.650456323337679
"Birthwt",43,"AR",0.01,0.306878306878307,0.648631029986962
"Birthwt",43,"AR",0.1,0.322751322751323,0.655149934810952
"Birthwt",43,"AR",0.25,0.338624338624339,0.655019556714472
"Birthwt",43,"AR",0.5,0.317460317460317,0.658148631029987
"Birthwt",43,"AR",0.75,0.317460317460317,0.66232073011734
"Birthwt",43,"AR",0.9,0.333333333333333,0.660495436766623
"Birthwt",44,"AR",0.01,0.312169312169312,0.647196870925684
"Birthwt",44,"AR",0.1,0.333333333333333,0.646805736636245
"Birthwt",44,"AR",0.25,0.322751322751323,0.653715775749674
"Birthwt",44,"AR",0.5,0.338624338624339,0.64980443285528
"Birthwt",44,"AR",0.75,0.322751322751323,0.651108213820078
"Birthwt",44,"AR",0.9,0.317460317460317,0.661668839634941
"Birthwt",45,"AR",0.01,0.312169312169312,0.646936114732725
"Birthwt",45,"AR",0.1,0.328042328042328,0.647457627118644
"Birthwt",45,"AR",0.25,0.328042328042328,0.65606258148631
"Birthwt",45,"AR",0.5,0.338624338624339,0.649282920469361
"Birthwt",45,"AR",0.75,0.328042328042328,0.656844850065189
"Birthwt",45,"AR",0.9,0.301587301587302,0.654237288135593
"Birthwt",46,"AR",0.01,0.306878306878307,0.645371577574967
"Birthwt",46,"AR",0.1,0.333333333333333,0.647196870925684
"Birthwt",46,"AR",0.25,0.333333333333333,0.651238591916558
"Birthwt",46,"AR",0.5,0.328042328042328,0.652151238591917
"Birthwt",46,"AR",0.75,0.322751322751323,0.653063885267275
"Birthwt",46,"AR",0.9,0.312169312169312,0.658670143415906
"Birthwt",47,"AR",0.01,0.312169312169312,0.65006518904824
"Birthwt",47,"AR",0.1,0.317460317460317,0.652542372881356
"Birthwt",47,"AR",0.25,0.328042328042328,0.647718383311604
"Birthwt",47,"AR",0.5,0.338624338624339,0.652803129074315
"Birthwt",47,"AR",0.75,0.328042328042328,0.649543676662321
"Birthwt",47,"AR",0.9,0.322751322751323,0.655280312907432
"Birthwt",48,"AR",0.01,0.317460317460317,0.645371577574967
"Birthwt",48,"AR",0.1,0.333333333333333,0.650977835723598
"Birthwt",48,"AR",0.25,0.328042328042328,0.650456323337679
"Birthwt",48,"AR",0.5,0.338624338624339,0.652281616688396
"Birthwt",48,"AR",0.75,0.322751322751323,0.654367666232073
"Birthwt",48,"AR",0.9,0.317460317460317,0.658279009126467
"Birthwt",49,"AR",0.01,0.317460317460317,0.650847457627119
"Birthwt",49,"AR",0.1,0.322751322751323,0.65606258148631
"Birthwt",49,"AR",0.25,0.333333333333333,0.646675358539765
"Birthwt",49,"AR",0.5,0.328042328042328,0.64980443285528
"Birthwt",49,"AR",0.75,0.312169312169312,0.652933507170795
"Birthwt",49,"AR",0.9,0.317460317460317,0.657496740547588
"Birthwt",50,"AR",0.01,0.312169312169312,0.648239895697523
"Birthwt",50,"AR",0.1,0.328042328042328,0.652020860495437
"Birthwt",50,"AR",0.25,0.333333333333333,0.655280312907432
"Birthwt",50,"AR",0.5,0.328042328042328,0.647848761408083
"Birthwt",50,"AR",0.75,0.317460317460317,0.653715775749674
"Birthwt",50,"AR",0.9,0.306878306878307,0.650586701434159
