"dataset","sim","method","minpvalue","mse"
"Friedman1",33,"AR",0.9,10.0199446233675
"Friedman1",34,"AR",0.01,3.65022816100625
"Friedman1",34,"AR",0.1,4.89095500901542
"Friedman1",34,"AR",0.25,6.38963952329579
"Friedman1",34,"AR",0.5,7.83196169918586
"Friedman1",34,"AR",0.75,9.44642606004332
"Friedman1",34,"AR",0.9,10.2727874588555
"Friedman1",35,"AR",0.01,3.61352951037628
"Friedman1",35,"AR",0.1,5.26033724386843
"Friedman1",35,"AR",0.25,6.61921091435015
"Friedman1",35,"AR",0.5,8.03706355298916
"Friedman1",35,"AR",0.75,9.68258682460934
"Friedman1",35,"AR",0.9,9.84762390356225
"Friedman1",36,"AR",0.01,3.69830043229454
"Friedman1",36,"AR",0.1,5.02226254350621
"Friedman1",36,"AR",0.25,6.75217756356923
"Friedman1",36,"AR",0.5,8.41007304210641
"Friedman1",36,"AR",0.75,9.67352915412911
"Friedman1",36,"AR",0.9,10.2268299889127
"Friedman1",37,"AR",0.01,3.66901676354451
"Friedman1",37,"AR",0.1,5.15322225894854
"Friedman1",37,"AR",0.25,6.50736673595075
"Friedman1",37,"AR",0.5,8.25624904624937
"Friedman1",37,"AR",0.75,9.50665691094148
"Friedman1",37,"AR",0.9,10.0354744200432
"Friedman1",38,"AR",0.01,3.54964640284215
"Friedman1",38,"AR",0.1,5.03752411028614
"Friedman1",38,"AR",0.25,6.59244497290319
"Friedman1",38,"AR",0.5,8.33231016009062
"Friedman1",38,"AR",0.75,9.85278969068057
"Friedman1",38,"AR",0.9,10.4140282713708
"Friedman1",39,"AR",0.01,3.54757573295928
"Friedman1",39,"AR",0.1,4.97566828950536
"Friedman1",39,"AR",0.25,6.60338761063024
"Friedman1",39,"AR",0.5,8.27785078388176
"Friedman1",39,"AR",0.75,9.40741203350832
"Friedman1",39,"AR",0.9,10.1342767234836
"Friedman1",40,"AR",0.01,3.5553040006275
"Friedman1",40,"AR",0.1,5.00743478601493
"Friedman1",40,"AR",0.25,6.47965252605307
"Friedman1",40,"AR",0.5,8.50837505485818
"Friedman1",40,"AR",0.75,9.63752316104465
"Friedman1",40,"AR",0.9,9.88981083233776
"Friedman1",41,"AR",0.01,3.73958591186413
"Friedman1",41,"AR",0.1,5.03410757539133
"Friedman1",41,"AR",0.25,6.5797688130435
"Friedman1",41,"AR",0.5,8.10393223625046
"Friedman1",41,"AR",0.75,9.69939849835865
"Friedman1",41,"AR",0.9,9.98765173461867
"Friedman1",42,"AR",0.01,3.69950609325866
"Friedman1",42,"AR",0.1,5.01001648937899
"Friedman1",42,"AR",0.25,6.69506935638613
"Friedman1",42,"AR",0.5,8.31513065522852
"Friedman1",42,"AR",0.75,9.49561939415085
"Friedman1",42,"AR",0.9,10.1984821203136
"Friedman1",43,"AR",0.01,3.59641194906196
"Friedman1",43,"AR",0.1,5.11272715004638
"Friedman1",43,"AR",0.25,6.69398401613418
"Friedman1",43,"AR",0.5,8.11599454895604
"Friedman1",43,"AR",0.75,9.52760767730664
"Friedman1",43,"AR",0.9,10.3214504008924
"Friedman1",44,"AR",0.01,3.62319399331826
"Friedman1",44,"AR",0.1,4.94998695430141
"Friedman1",44,"AR",0.25,6.51232906309081
"Friedman1",44,"AR",0.5,8.41318504956075
"Friedman1",44,"AR",0.75,9.42286518287889
"Friedman1",44,"AR",0.9,10.1426244314455
"Friedman1",45,"AR",0.01,3.65415652390176
"Friedman1",45,"AR",0.1,5.32833065110351
"Friedman1",45,"AR",0.25,6.56190670886185
"Friedman1",45,"AR",0.5,8.33391482666244
"Friedman1",45,"AR",0.75,9.61329163794897
"Friedman1",45,"AR",0.9,10.0942532813214
"Friedman1",46,"AR",0.01,3.61912920465686
"Friedman1",46,"AR",0.1,5.2110449405204
"Friedman1",46,"AR",0.25,6.7542430554417
"Friedman1",46,"AR",0.5,8.13399820814353
"Friedman1",46,"AR",0.75,9.25203374094688
"Friedman1",46,"AR",0.9,10.1091145593084
"Friedman1",47,"AR",0.01,3.55081344163636
"Friedman1",47,"AR",0.1,5.06590773352313
"Friedman1",47,"AR",0.25,6.50890975555772
"Friedman1",47,"AR",0.5,7.89516260350391
"Friedman1",47,"AR",0.75,9.62518919595892
"Friedman1",47,"AR",0.9,9.99179440394421
"Friedman1",48,"AR",0.01,3.6220284505428
"Friedman1",48,"AR",0.1,5.0526553034506
"Friedman1",48,"AR",0.25,6.49660905556848
"Friedman1",48,"AR",0.5,8.13592237130283
"Friedman1",48,"AR",0.75,9.49096394003554
"Friedman1",48,"AR",0.9,10.3002442458215
"Friedman1",49,"AR",0.01,3.60139060751315
"Friedman1",49,"AR",0.1,5.14919602955491
"Friedman1",49,"AR",0.25,6.38249485620259
"Friedman1",49,"AR",0.5,8.20180822482344
"Friedman1",49,"AR",0.75,9.64989158434058
"Friedman1",49,"AR",0.9,9.95293682319646
"Friedman1",50,"AR",0.01,3.60734483772824
"Friedman1",50,"AR",0.1,5.4178803821178
"Friedman1",50,"AR",0.25,6.51943434401822
"Friedman1",50,"AR",0.5,8.55157734129415
"Friedman1",50,"AR",0.75,9.38496108902182
"Friedman1",50,"AR",0.9,10.0522453692848
