"dataset","sim","method","minpvalue","misclass","auc"
"Ringnorm",17,"AR",0.9,0.0463636363636364,0.995368962350781
"Ringnorm",18,"AR",0.01,0.0312121212121212,0.996213039485767
"Ringnorm",18,"AR",0.1,0.0363636363636364,0.995946005509642
"Ringnorm",18,"AR",0.25,0.0357575757575758,0.995776308539945
"Ringnorm",18,"AR",0.5,0.0409090909090909,0.995515886134068
"Ringnorm",18,"AR",0.75,0.0466666666666667,0.994812855831038
"Ringnorm",18,"AR",0.9,0.0487878787878788,0.9957318640955
"Ringnorm",19,"AR",0.01,0.0293939393939394,0.996283195592287
"Ringnorm",19,"AR",0.1,0.0345454545454545,0.996076400367309
"Ringnorm",19,"AR",0.25,0.0390909090909091,0.995878053259871
"Ringnorm",19,"AR",0.5,0.043030303030303,0.995497887970615
"Ringnorm",19,"AR",0.75,0.0460606060606061,0.995650321395776
"Ringnorm",19,"AR",0.9,0.0481818181818182,0.995516253443526
"Ringnorm",20,"AR",0.01,0.03,0.99602277318641
"Ringnorm",20,"AR",0.1,0.0354545454545455,0.995870707070707
"Ringnorm",20,"AR",0.25,0.0393939393939394,0.99607015610652
"Ringnorm",20,"AR",0.5,0.0445454545454545,0.995297704315886
"Ringnorm",20,"AR",0.75,0.0460606060606061,0.995433241505969
"Ringnorm",20,"AR",0.9,0.0487878787878788,0.995454545454545
"Ringnorm",21,"AR",0.01,0.0315151515151515,0.996149494949495
"Ringnorm",21,"AR",0.1,0.0336363636363636,0.99625564738292
"Ringnorm",21,"AR",0.25,0.0381818181818182,0.996065381083563
"Ringnorm",21,"AR",0.5,0.0433333333333333,0.995098622589532
"Ringnorm",21,"AR",0.75,0.0460606060606061,0.995583103764922
"Ringnorm",21,"AR",0.9,0.0475757575757576,0.994835996326905
"Ringnorm",22,"AR",0.01,0.0284848484848485,0.996071992653811
"Ringnorm",22,"AR",0.1,0.0366666666666667,0.995892378328742
"Ringnorm",22,"AR",0.25,0.0403030303030303,0.995504499540863
"Ringnorm",22,"AR",0.5,0.0421212121212121,0.995580532598714
"Ringnorm",22,"AR",0.75,0.0448484848484848,0.995296235078053
"Ringnorm",22,"AR",0.9,0.0484848484848485,0.995438383838384
"Ringnorm",23,"AR",0.01,0.0303030303030303,0.996485215794307
"Ringnorm",23,"AR",0.1,0.0363636363636364,0.996069421487603
"Ringnorm",23,"AR",0.25,0.0396969696969697,0.995734802571166
"Ringnorm",23,"AR",0.5,0.0445454545454545,0.995609182736455
"Ringnorm",23,"AR",0.75,0.0457575757575758,0.995221303948577
"Ringnorm",23,"AR",0.9,0.0496969696969697,0.99543507805326
"Ringnorm",24,"AR",0.01,0.0272727272727273,0.996389348025712
"Ringnorm",24,"AR",0.1,0.0318181818181818,0.995788797061524
"Ringnorm",24,"AR",0.25,0.0396969696969697,0.995809366391185
"Ringnorm",24,"AR",0.5,0.0427272727272727,0.996002938475666
"Ringnorm",24,"AR",0.75,0.0460606060606061,0.995470339761249
"Ringnorm",24,"AR",0.9,0.0454545454545455,0.99533406795225
"Ringnorm",25,"AR",0.01,0.0272727272727273,0.996125619834711
"Ringnorm",25,"AR",0.1,0.0342424242424242,0.996221487603306
"Ringnorm",25,"AR",0.25,0.0378787878787879,0.995537924701561
"Ringnorm",25,"AR",0.5,0.0415151515151515,0.995886868686869
"Ringnorm",25,"AR",0.75,0.0433333333333333,0.995356841138659
"Ringnorm",25,"AR",0.9,0.046969696969697,0.995273094582185
"Ringnorm",26,"AR",0.01,0.0296969696969697,0.996436363636364
"Ringnorm",26,"AR",0.1,0.0354545454545455,0.995749127640037
"Ringnorm",26,"AR",0.25,0.0387878787878788,0.996205693296602
"Ringnorm",26,"AR",0.5,0.0409090909090909,0.995372268135905
"Ringnorm",26,"AR",0.75,0.0466666666666667,0.995197796143251
"Ringnorm",26,"AR",0.9,0.0503030303030303,0.99542258953168
"Ringnorm",27,"AR",0.01,0.0303030303030303,0.996073829201102
"Ringnorm",27,"AR",0.1,0.0333333333333333,0.996112029384757
"Ringnorm",27,"AR",0.25,0.0384848484848485,0.995352800734619
"Ringnorm",27,"AR",0.5,0.0415151515151515,0.995521028466483
"Ringnorm",27,"AR",0.75,0.0454545454545455,0.995249586776859
"Ringnorm",27,"AR",0.9,0.0439393939393939,0.995207713498623
"Ringnorm",28,"AR",0.01,0.026969696969697,0.996207897153352
"Ringnorm",28,"AR",0.1,0.036969696969697,0.995875849403122
"Ringnorm",28,"AR",0.25,0.0393939393939394,0.995664279155188
"Ringnorm",28,"AR",0.5,0.0439393939393939,0.995072910927456
"Ringnorm",28,"AR",0.75,0.0445454545454545,0.995693663911846
"Ringnorm",28,"AR",0.9,0.046969696969697,0.995253994490358
"Ringnorm",29,"AR",0.01,0.0260606060606061,0.996487052341598
"Ringnorm",29,"AR",0.1,0.0345454545454545,0.995823691460055
"Ringnorm",29,"AR",0.25,0.0372727272727273,0.995986042240588
"Ringnorm",29,"AR",0.5,0.0418181818181818,0.995420752984389
"Ringnorm",29,"AR",0.75,0.0412121212121212,0.995364187327824
"Ringnorm",29,"AR",0.9,0.0466666666666667,0.995159228650138
"Ringnorm",30,"AR",0.01,0.0278787878787879,0.996446280991735
"Ringnorm",30,"AR",0.1,0.0363636363636364,0.99571753902663
"Ringnorm",30,"AR",0.25,0.0384848484848485,0.996034159779614
"Ringnorm",30,"AR",0.5,0.0412121212121212,0.995213223140496
"Ringnorm",30,"AR",0.75,0.043030303030303,0.995511845730027
"Ringnorm",30,"AR",0.9,0.0460606060606061,0.995213590449954
"Ringnorm",31,"AR",0.01,0.026969696969697,0.996324334251607
"Ringnorm",31,"AR",0.1,0.0354545454545455,0.995740679522498
"Ringnorm",31,"AR",0.25,0.0384848484848485,0.995834343434343
"Ringnorm",31,"AR",0.5,0.0424242424242424,0.995273094582185
"Ringnorm",31,"AR",0.75,0.0454545454545455,0.99511551882461
"Ringnorm",31,"AR",0.9,0.0472727272727273,0.995512947658402
"Ringnorm",32,"AR",0.01,0.0296969696969697,0.996145821854913
"Ringnorm",32,"AR",0.1,0.0351515151515151,0.995930945821855
"Ringnorm",32,"AR",0.25,0.0375757575757576,0.996034159779614
"Ringnorm",32,"AR",0.5,0.0418181818181818,0.995319375573921
"Ringnorm",32,"AR",0.75,0.0457575757575758,0.994786776859504
"Ringnorm",32,"AR",0.9,0.0475757575757576,0.995425895316804
"Ringnorm",33,"AR",0.01,0.0303030303030303,0.996132966023875
"Ringnorm",33,"AR",0.1,0.0339393939393939,0.995963269054178
"Ringnorm",33,"AR",0.25,0.0360606060606061,0.996095500459137
"Ringnorm",33,"AR",0.5,0.0418181818181818,0.995997061524334
"Ringnorm",33,"AR",0.75,0.0427272727272727,0.995404224058769
"Ringnorm",33,"AR",0.9,0.0454545454545455,0.99524334251607
"Ringnorm",34,"AR",0.01,0.0287878787878788,0.996268870523416
"Ringnorm",34,"AR",0.1,0.0348484848484849,0.995585674931129
"Ringnorm",34,"AR",0.25,0.0363636363636364,0.995596694214876
"Ringnorm",34,"AR",0.5,0.0448484848484848,0.995807162534435
"Ringnorm",34,"AR",0.75,0.0454545454545455,0.995319375573921
"Ringnorm",34,"AR",0.9,0.0475757575757576,0.995695500459137
"Ringnorm",35,"AR",0.01,0.0290909090909091,0.996556106519743
"Ringnorm",35,"AR",0.1,0.0342424242424242,0.995575390266299
"Ringnorm",35,"AR",0.25,0.0354545454545455,0.995903764921947
"Ringnorm",35,"AR",0.5,0.0415151515151515,0.995788429752066
"Ringnorm",35,"AR",0.75,0.0460606060606061,0.995494582185491
"Ringnorm",35,"AR",0.9,0.0454545454545455,0.995483930211203
"Ringnorm",36,"AR",0.01,0.0293939393939394,0.996077134986226
"Ringnorm",36,"AR",0.1,0.0342424242424242,0.995891276400367
"Ringnorm",36,"AR",0.25,0.0396969696969697,0.995484297520661
"Ringnorm",36,"AR",0.5,0.0436363636363636,0.995766391184573
"Ringnorm",36,"AR",0.75,0.043030303030303,0.995640404040404
"Ringnorm",36,"AR",0.9,0.0457575757575758,0.995470339761249
"Ringnorm",37,"AR",0.01,0.0303030303030303,0.9960536271809
"Ringnorm",37,"AR",0.1,0.0345454545454545,0.995710192837466
"Ringnorm",37,"AR",0.25,0.0381818181818182,0.996055096418733
"Ringnorm",37,"AR",0.5,0.0436363636363636,0.995514049586777
"Ringnorm",37,"AR",0.75,0.0463636363636364,0.995072543617998
"Ringnorm",37,"AR",0.9,0.046969696969697,0.995297337006428
"Ringnorm",38,"AR",0.01,0.026969696969697,0.996570064279155
"Ringnorm",38,"AR",0.1,0.0336363636363636,0.995847199265381
"Ringnorm",38,"AR",0.25,0.0393939393939394,0.995649954086318
"Ringnorm",38,"AR",0.5,0.0451515151515152,0.995061157024793
"Ringnorm",38,"AR",0.75,0.046969696969697,0.995690358126722
"Ringnorm",38,"AR",0.9,0.0466666666666667,0.995401652892562
"Ringnorm",39,"AR",0.01,0.0296969696969697,0.996204591368228
"Ringnorm",39,"AR",0.1,0.036969696969697,0.996110927456382
"Ringnorm",39,"AR",0.25,0.0384848484848485,0.995800918273646
"Ringnorm",39,"AR",0.5,0.0406060606060606,0.995032139577594
"Ringnorm",39,"AR",0.75,0.0454545454545455,0.995595224977043
"Ringnorm",39,"AR",0.9,0.0436363636363636,0.995295867768595
"Ringnorm",40,"AR",0.01,0.0278787878787879,0.996180348943985
"Ringnorm",40,"AR",0.1,0.0336363636363636,0.996087419651056
"Ringnorm",40,"AR",0.25,0.0381818181818182,0.995901561065197
"Ringnorm",40,"AR",0.5,0.0415151515151515,0.995496786042241
"Ringnorm",40,"AR",0.75,0.0472727272727273,0.995202571166207
"Ringnorm",40,"AR",0.9,0.0472727272727273,0.995254361799816
"Ringnorm",41,"AR",0.01,0.0290909090909091,0.996372084481175
"Ringnorm",41,"AR",0.1,0.0339393939393939,0.995593388429752
"Ringnorm",41,"AR",0.25,0.0421212121212121,0.995652157943067
"Ringnorm",41,"AR",0.5,0.0427272727272727,0.995523232323232
"Ringnorm",41,"AR",0.75,0.0439393939393939,0.995770798898072
"Ringnorm",41,"AR",0.9,0.0454545454545455,0.995989348025712
"Ringnorm",42,"AR",0.01,0.0260606060606061,0.996239853076217
"Ringnorm",42,"AR",0.1,0.0363636363636364,0.996073461891644
"Ringnorm",42,"AR",0.25,0.0427272727272727,0.995946740128558
"Ringnorm",42,"AR",0.5,0.0442424242424242,0.995102662993572
"Ringnorm",42,"AR",0.75,0.0457575757575758,0.995651423324151
"Ringnorm",42,"AR",0.9,0.0472727272727273,0.994974471992654
"Ringnorm",43,"AR",0.01,0.0257575757575758,0.995986776859504
"Ringnorm",43,"AR",0.1,0.0363636363636364,0.995846464646465
"Ringnorm",43,"AR",0.25,0.0396969696969697,0.996143617998163
"Ringnorm",43,"AR",0.5,0.0396969696969697,0.99516290174472
"Ringnorm",43,"AR",0.75,0.0439393939393939,0.994985123966942
"Ringnorm",43,"AR",0.9,0.0490909090909091,0.995054545454545
"Ringnorm",44,"AR",0.01,0.0306060606060606,0.996237281910009
"Ringnorm",44,"AR",0.1,0.0360606060606061,0.995906336088154
"Ringnorm",44,"AR",0.25,0.0396969696969697,0.99560624426079
"Ringnorm",44,"AR",0.5,0.0406060606060606,0.995615426997245
"Ringnorm",44,"AR",0.75,0.0466666666666667,0.995574288337925
"Ringnorm",44,"AR",0.9,0.0463636363636364,0.995662075298439
"Ringnorm",45,"AR",0.01,0.0296969696969697,0.996100275482094
"Ringnorm",45,"AR",0.1,0.0348484848484849,0.995693296602387
"Ringnorm",45,"AR",0.25,0.0375757575757576,0.995567309458219
"Ringnorm",45,"AR",0.5,0.0439393939393939,0.995559228650138
"Ringnorm",45,"AR",0.75,0.0427272727272727,0.995342516069789
"Ringnorm",45,"AR",0.9,0.0454545454545455,0.995548943985308
"Ringnorm",46,"AR",0.01,0.0281818181818182,0.996387144168962
"Ringnorm",46,"AR",0.1,0.0333333333333333,0.995991184573003
"Ringnorm",46,"AR",0.25,0.0403030303030303,0.995691460055096
"Ringnorm",46,"AR",0.5,0.0412121212121212,0.99573810835629
"Ringnorm",46,"AR",0.75,0.0460606060606061,0.995465564738292
"Ringnorm",46,"AR",0.9,0.0454545454545455,0.995675665748393
"Ringnorm",47,"AR",0.01,0.0293939393939394,0.995994857667585
"Ringnorm",47,"AR",0.1,0.0357575757575758,0.995799449035813
"Ringnorm",47,"AR",0.25,0.04,0.995526905417815
"Ringnorm",47,"AR",0.5,0.0442424242424242,0.995844260789715
"Ringnorm",47,"AR",0.75,0.0442424242424242,0.995115886134068
"Ringnorm",47,"AR",0.9,0.0448484848484848,0.99535463728191
"Ringnorm",48,"AR",0.01,0.0287878787878788,0.996273278236915
"Ringnorm",48,"AR",0.1,0.0348484848484849,0.996024977043159
"Ringnorm",48,"AR",0.25,0.0360606060606061,0.99570101010101
"Ringnorm",48,"AR",0.5,0.0421212121212121,0.995682644628099
"Ringnorm",48,"AR",0.75,0.0436363636363636,0.995548209366391
"Ringnorm",48,"AR",0.9,0.0475757575757576,0.99489476584022
"Ringnorm",49,"AR",0.01,0.0281818181818182,0.996271074380165
"Ringnorm",49,"AR",0.1,0.0345454545454545,0.995918089990817
"Ringnorm",49,"AR",0.25,0.0418181818181818,0.995142699724518
"Ringnorm",49,"AR",0.5,0.0451515151515152,0.995528741965106
"Ringnorm",49,"AR",0.75,0.0421212121212121,0.995724150596878
"Ringnorm",49,"AR",0.9,0.0457575757575758,0.995493112947658
"Ringnorm",50,"AR",0.01,0.03,0.996168595041322
"Ringnorm",50,"AR",0.1,0.0354545454545455,0.996109458218549
"Ringnorm",50,"AR",0.25,0.0375757575757576,0.995844260789715
"Ringnorm",50,"AR",0.5,0.0433333333333333,0.995764554637282
"Ringnorm",50,"AR",0.75,0.0442424242424242,0.995938659320478
"Ringnorm",50,"AR",0.9,0.0454545454545455,0.995863360881543
