"dataset","sim","method","minpvalue","misclass","auc"
"Sonar",25,"AR",0.25,0.163461538461538,0.93006408470326
"Sonar",25,"AR",0.5,0.153846153846154,0.935822420358503
"Sonar",25,"AR",0.75,0.158653846153846,0.933500510820098
"Sonar",25,"AR",0.9,0.182692307692308,0.933964892727779
"Sonar",26,"AR",0.01,0.182692307692308,0.92495588371877
"Sonar",26,"AR",0.1,0.153846153846154,0.935729543976967
"Sonar",26,"AR",0.25,0.149038461538462,0.926441905823349
"Sonar",26,"AR",0.5,0.182692307692308,0.925977523915668
"Sonar",26,"AR",0.75,0.163461538461538,0.928113680691
"Sonar",26,"AR",0.9,0.163461538461538,0.932385994241664
"Sonar",27,"AR",0.01,0.173076923076923,0.91743289681434
"Sonar",27,"AR",0.1,0.168269230769231,0.935729543976967
"Sonar",27,"AR",0.25,0.173076923076923,0.934336398253924
"Sonar",27,"AR",0.5,0.182692307692308,0.933779139964707
"Sonar",27,"AR",0.75,0.182692307692308,0.936751184173865
"Sonar",27,"AR",0.9,0.182692307692308,0.925791771152596
"Sonar",28,"AR",0.01,0.182692307692308,0.920126311878889
"Sonar",28,"AR",0.1,0.153846153846154,0.930992848518622
"Sonar",28,"AR",0.25,0.158653846153846,0.937865700752299
"Sonar",28,"AR",0.5,0.153846153846154,0.937308442463082
"Sonar",28,"AR",0.75,0.192307692307692,0.936008173121575
"Sonar",28,"AR",0.9,0.177884615384615,0.926349029441813
"Sonar",29,"AR",0.01,0.182692307692308,0.915761121946689
"Sonar",29,"AR",0.1,0.163461538461538,0.93517228568775
"Sonar",29,"AR",0.25,0.177884615384615,0.923376985232655
"Sonar",29,"AR",0.5,0.153846153846154,0.928485186217145
"Sonar",29,"AR",0.75,0.177884615384615,0.931642983189375
"Sonar",29,"AR",0.9,0.192307692307692,0.930342713847868
"Sonar",30,"AR",0.01,0.168269230769231,0.920776446549642
"Sonar",30,"AR",0.1,0.158653846153846,0.93442927463546
"Sonar",30,"AR",0.25,0.177884615384615,0.933036128912418
"Sonar",30,"AR",0.5,0.163461538461538,0.929971208321724
"Sonar",30,"AR",0.75,0.163461538461538,0.940930621342993
"Sonar",30,"AR",0.9,0.182692307692308,0.924027119903409
"Sonar",31,"AR",0.01,0.158653846153846,0.916689885762051
"Sonar",31,"AR",0.1,0.149038461538462,0.93879446456766
"Sonar",31,"AR",0.25,0.163461538461538,0.932850376149345
"Sonar",31,"AR",0.5,0.177884615384615,0.932478870623201
"Sonar",31,"AR",0.75,0.158653846153846,0.934986532924677
"Sonar",31,"AR",0.9,0.177884615384615,0.923469861614192
"Sonar",32,"AR",0.01,0.173076923076923,0.922819726943438
"Sonar",32,"AR",0.1,0.158653846153846,0.928578062598681
"Sonar",32,"AR",0.25,0.158653846153846,0.928763815361754
"Sonar",32,"AR",0.5,0.153846153846154,0.934243521872388
"Sonar",32,"AR",0.75,0.182692307692308,0.928299433454073
"Sonar",32,"AR",0.9,0.168269230769231,0.935450914832358
"Sonar",33,"AR",0.01,0.168269230769231,0.916968514906659
"Sonar",33,"AR",0.1,0.158653846153846,0.931457230426303
"Sonar",33,"AR",0.25,0.153846153846154,0.928763815361754
"Sonar",33,"AR",0.5,0.158653846153846,0.938701588186124
"Sonar",33,"AR",0.75,0.168269230769231,0.926813411349494
"Sonar",33,"AR",0.9,0.173076923076923,0.935450914832358
"Sonar",34,"AR",0.01,0.177884615384615,0.925513142007987
"Sonar",34,"AR",0.1,0.139423076923077,0.934243521872388
"Sonar",34,"AR",0.25,0.173076923076923,0.926534782204885
"Sonar",34,"AR",0.5,0.182692307692308,0.935358038450822
"Sonar",34,"AR",0.75,0.163461538461538,0.936658307792328
"Sonar",34,"AR",0.9,0.168269230769231,0.930992848518622
"Sonar",35,"AR",0.01,0.177884615384615,0.920312064641962
"Sonar",35,"AR",0.1,0.173076923076923,0.934986532924677
"Sonar",35,"AR",0.25,0.153846153846154,0.932478870623201
"Sonar",35,"AR",0.5,0.163461538461538,0.936101049503111
"Sonar",35,"AR",0.75,0.163461538461538,0.934522151016996
"Sonar",35,"AR",0.9,0.173076923076923,0.930435590229405
"Sonar",36,"AR",0.01,0.168269230769231,0.918733166155847
"Sonar",36,"AR",0.1,0.153846153846154,0.93637967864772
"Sonar",36,"AR",0.25,0.158653846153846,0.929878331940188
"Sonar",36,"AR",0.5,0.173076923076923,0.93201448871552
"Sonar",36,"AR",0.75,0.163461538461538,0.929599702795579
"Sonar",36,"AR",0.9,0.168269230769231,0.92495588371877
"Sonar",37,"AR",0.01,0.1875,0.920869322931179
"Sonar",37,"AR",0.1,0.163461538461538,0.93953747561995
"Sonar",37,"AR",0.25,0.153846153846154,0.930807095755549
"Sonar",37,"AR",0.5,0.168269230769231,0.928763815361754
"Sonar",37,"AR",0.75,0.163461538461538,0.936658307792328
"Sonar",37,"AR",0.9,0.182692307692308,0.930621342992477
"Sonar",38,"AR",0.01,0.163461538461538,0.926813411349494
"Sonar",38,"AR",0.1,0.153846153846154,0.936008173121575
"Sonar",38,"AR",0.25,0.144230769230769,0.936286802266184
"Sonar",38,"AR",0.5,0.168269230769231,0.935265162069286
"Sonar",38,"AR",0.75,0.192307692307692,0.93006408470326
"Sonar",38,"AR",0.9,0.177884615384615,0.932200241478592
"Sonar",39,"AR",0.01,0.163461538461538,0.921612333983468
"Sonar",39,"AR",0.1,0.153846153846154,0.936658307792328
"Sonar",39,"AR",0.25,0.158653846153846,0.936936936936937
"Sonar",39,"AR",0.5,0.173076923076923,0.924119996284945
"Sonar",39,"AR",0.75,0.168269230769231,0.929042444506362
"Sonar",39,"AR",0.9,0.1875,0.933779139964707
"Sonar",40,"AR",0.01,0.163461538461538,0.926349029441813
"Sonar",40,"AR",0.1,0.158653846153846,0.941023497724529
"Sonar",40,"AR",0.25,0.163461538461538,0.938515835423052
"Sonar",40,"AR",0.5,0.173076923076923,0.925420265626451
"Sonar",40,"AR",0.75,0.182692307692308,0.932850376149345
"Sonar",40,"AR",0.9,0.163461538461538,0.930435590229405
"Sonar",41,"AR",0.01,0.173076923076923,0.920497817405034
"Sonar",41,"AR",0.1,0.158653846153846,0.929692579177115
"Sonar",41,"AR",0.25,0.153846153846154,0.939258846475341
"Sonar",41,"AR",0.5,0.1875,0.926163276678741
"Sonar",41,"AR",0.75,0.158653846153846,0.934243521872388
"Sonar",41,"AR",0.9,0.206730769230769,0.925791771152596
"Sonar",42,"AR",0.01,0.168269230769231,0.923191232469583
"Sonar",42,"AR",0.1,0.158653846153846,0.937029813318473
"Sonar",42,"AR",0.25,0.158653846153846,0.939258846475341
"Sonar",42,"AR",0.5,0.139423076923077,0.932385994241664
"Sonar",42,"AR",0.75,0.158653846153846,0.931085724900158
"Sonar",42,"AR",0.9,0.168269230769231,0.930249837466332
"Sonar",43,"AR",0.01,0.163461538461538,0.922355345035757
"Sonar",43,"AR",0.1,0.149038461538462,0.93953747561995
"Sonar",43,"AR",0.25,0.163461538461538,0.92932107365097
"Sonar",43,"AR",0.5,0.163461538461538,0.933779139964707
"Sonar",43,"AR",0.75,0.168269230769231,0.933314758057026
"Sonar",43,"AR",0.9,0.1875,0.933129005293954
"Sonar",44,"AR",0.01,0.163461538461538,0.918826042537383
"Sonar",44,"AR",0.1,0.173076923076923,0.934522151016996
"Sonar",44,"AR",0.25,0.182692307692308,0.925420265626451
"Sonar",44,"AR",0.5,0.163461538461538,0.936658307792328
"Sonar",44,"AR",0.75,0.1875,0.931735859570911
"Sonar",44,"AR",0.9,0.173076923076923,0.928020804309464
"Sonar",45,"AR",0.01,0.177884615384615,0.922633974180366
"Sonar",45,"AR",0.1,0.168269230769231,0.934336398253924
"Sonar",45,"AR",0.25,0.1875,0.929971208321724
"Sonar",45,"AR",0.5,0.173076923076923,0.930528466610941
"Sonar",45,"AR",0.75,0.177884615384615,0.927556422401783
"Sonar",45,"AR",0.9,0.173076923076923,0.92495588371877
"Sonar",46,"AR",0.01,0.173076923076923,0.922633974180366
"Sonar",46,"AR",0.1,0.163461538461538,0.931178601281694
"Sonar",46,"AR",0.25,0.158653846153846,0.936286802266184
"Sonar",46,"AR",0.5,0.182692307692308,0.935265162069286
"Sonar",46,"AR",0.75,0.177884615384615,0.928670938980217
"Sonar",46,"AR",0.9,0.182692307692308,0.928578062598681
"Sonar",47,"AR",0.01,0.182692307692308,0.928113680691
"Sonar",47,"AR",0.1,0.158653846153846,0.934893656543141
"Sonar",47,"AR",0.25,0.177884615384615,0.932200241478592
"Sonar",47,"AR",0.5,0.163461538461538,0.937958577133835
"Sonar",47,"AR",0.75,0.197115384615385,0.925513142007987
"Sonar",47,"AR",0.9,0.168269230769231,0.933779139964707
"Sonar",48,"AR",0.01,0.163461538461538,0.924863007337234
"Sonar",48,"AR",0.1,0.153846153846154,0.937679947989226
"Sonar",48,"AR",0.25,0.158653846153846,0.934522151016996
"Sonar",48,"AR",0.5,0.168269230769231,0.932664623386273
"Sonar",48,"AR",0.75,0.1875,0.937308442463082
"Sonar",48,"AR",0.9,0.1875,0.934615027398533
"Sonar",49,"AR",0.01,0.168269230769231,0.919569053589672
"Sonar",49,"AR",0.1,0.153846153846154,0.94195226153989
"Sonar",49,"AR",0.25,0.173076923076923,0.931178601281694
"Sonar",49,"AR",0.5,0.173076923076923,0.933872016346243
"Sonar",49,"AR",0.75,0.177884615384615,0.926256153060277
"Sonar",49,"AR",0.9,0.163461538461538,0.931735859570911
"Sonar",50,"AR",0.01,0.168269230769231,0.925420265626451
"Sonar",50,"AR",0.1,0.173076923076923,0.930807095755549
"Sonar",50,"AR",0.25,0.168269230769231,0.929413950032507
"Sonar",50,"AR",0.5,0.173076923076923,0.932850376149345
"Sonar",50,"AR",0.75,0.173076923076923,0.928949568124826
"Sonar",50,"AR",0.9,0.158653846153846,0.930621342992477
