"dataset","sim","method","minpvalue","mse"
"Airquality",21,"AR",0.01,313.169859403589
"Airquality",21,"AR",0.1,318.015951064839
"Airquality",21,"AR",0.25,350.977527048923
"Airquality",21,"AR",0.5,377.36286108387
"Airquality",21,"AR",0.75,368.91671933148
"Airquality",21,"AR",0.9,384.822602995538
"Airquality",22,"AR",0.01,322.881058660514
"Airquality",22,"AR",0.1,331.631964847406
"Airquality",22,"AR",0.25,344.469977870501
"Airquality",22,"AR",0.5,354.767939798362
"Airquality",22,"AR",0.75,402.72591993588
"Airquality",22,"AR",0.9,377.907699654798
"Airquality",23,"AR",0.01,317.133041069147
"Airquality",23,"AR",0.1,331.78801420695
"Airquality",23,"AR",0.25,340.15291811812
"Airquality",23,"AR",0.5,351.890978318183
"Airquality",23,"AR",0.75,382.070480018697
"Airquality",23,"AR",0.9,372.038572272386
"Airquality",24,"AR",0.01,360.182973354656
"Airquality",24,"AR",0.1,328.177894982726
"Airquality",24,"AR",0.25,317.246966786965
"Airquality",24,"AR",0.5,356.340788987112
"Airquality",24,"AR",0.75,387.978406590526
"Airquality",24,"AR",0.9,384.163012733686
"Airquality",25,"AR",0.01,340.396546620712
"Airquality",25,"AR",0.1,322.205746271585
"Airquality",25,"AR",0.25,346.710721836124
"Airquality",25,"AR",0.5,378.987012440485
"Airquality",25,"AR",0.75,377.255638367838
"Airquality",25,"AR",0.9,384.879629097141
"Airquality",26,"AR",0.01,328.052032972014
"Airquality",26,"AR",0.1,327.990074500481
"Airquality",26,"AR",0.25,356.755787252239
"Airquality",26,"AR",0.5,356.287634655762
"Airquality",26,"AR",0.75,364.257289405814
"Airquality",26,"AR",0.9,389.328290319037
"Airquality",27,"AR",0.01,336.235820295534
"Airquality",27,"AR",0.1,324.846681836123
"Airquality",27,"AR",0.25,343.699447001686
"Airquality",27,"AR",0.5,367.132177079833
"Airquality",27,"AR",0.75,381.37081008843
"Airquality",27,"AR",0.9,381.854927072278
"Airquality",28,"AR",0.01,351.75551729367
"Airquality",28,"AR",0.1,313.122810544692
"Airquality",28,"AR",0.25,328.251608243584
"Airquality",28,"AR",0.5,385.739436880631
"Airquality",28,"AR",0.75,370.952362070316
"Airquality",28,"AR",0.9,372.961079966104
"Airquality",29,"AR",0.01,348.234477919703
"Airquality",29,"AR",0.1,340.414732832376
"Airquality",29,"AR",0.25,346.777937666154
"Airquality",29,"AR",0.5,363.508735494894
"Airquality",29,"AR",0.75,392.733033121545
"Airquality",29,"AR",0.9,364.745130477545
"Airquality",30,"AR",0.01,375.816916299063
"Airquality",30,"AR",0.1,355.166610773904
"Airquality",30,"AR",0.25,342.079441896053
"Airquality",30,"AR",0.5,359.688778628897
