,rf_vimp.1,rf_vimp.2,rf_vimp.3,rf_vimp.4,rf_vimp.5,sss_vimp.1,sss_vimp.2,sss_vimp.3,sss_vimp.4,sss_vimp.5,er_vimp.1,er_vimp.2,er_vimp.3,er_vimp.4,er_vimp.5,ar_vimp.1,ar_vimp.2,ar_vimp.3,ar_vimp.4,ar_vimp.5
288,-0.005728315,-0.001017604,0.017528815,0.036979377,0.010481751,-0.007715981,-0.001391141,0.013371046,0.037973599,0.006939356,-0.003690855,-0.005486774,0.013841823,0.011323073,0.005503924,-0.00668823,-0.003540036,0.013350909,0.03543798,0.002519589
289,-0.003704101,-0.00204429,0.017866499,-0.014983597,-0.029841386,-0.004042105,-0.002140163,0.017835591,-0.017968771,-0.032646045,-0.003235163,-0.00989419,0.01731215,-0.003402652,-0.00606045,-0.003298313,-0.003997847,0.026832217,-0.011398686,-0.010861488
290,0.008948585,0.002437394,-0.003215371,0.017599567,0.036275701,0.00993269,0.001668113,-0.002101545,0.017174052,0.038325714,-0.005626033,-0.005349823,-0.008553702,0.007629136,0.01451586,8.65E-05,-0.002137664,-0.003939261,0.016197932,0.024522798
291,-0.009772715,0.002099588,-0.010368254,-0.00681017,-0.031632064,-0.009649877,0.000447423,-0.013617513,-0.006831234,-0.032737277,-0.001197049,0.007214616,-0.012394244,-0.005316621,-0.008682019,-0.006349084,-0.001169114,-0.00950165,-0.009066236,-0.012403395
292,-0.006994939,0.004831046,0.005866542,0.00791088,0.015241784,-0.007266179,0.006915644,0.005967259,0.00852593,0.018739435,-0.003097208,0.007473002,0.004218868,0.001354895,0.013692454,-0.006541315,0.004036717,0.004471911,0.000908415,0.008549384
293,-0.005052814,0.003999051,0.01518325,-0.005423983,-0.018345901,-0.004398301,0.006161749,0.015171261,-0.003206708,-0.016968951,-0.002811823,0.008852476,0.010815736,-0.003018699,-0.000698817,-0.004262012,0.009910955,0.011070243,-0.002325784,-0.004675114
294,0.002214999,-0.001100624,0.015254924,0.006685772,0.019389979,0.004429466,0.001742178,0.017918771,0.005916484,0.021000335,-0.00060333,-0.006993545,0.014989579,0.00139874,0.001218135,-0.000628537,-0.002757134,0.016958367,0.002737224,0.00561196
295,-0.000490545,0.00112721,-0.000520718,-0.008054614,-0.020180895,0.001206671,0.000506463,-0.00202121,-0.007835792,-0.019274116,0.009869898,0.001530392,-0.007448936,-0.007519803,-0.001734535,0.005450915,0.001012214,-0.004385188,-0.00697563,-0.007915154
296,-0.006522495,0.000395152,0.001420509,0.007380431,0.00591044,-0.009560809,0.001250579,-0.00129831,0.00687037,0.003801613,-0.004923314,0.004165375,-0.002827661,0.007353043,-0.001663982,-0.007750426,0.000103523,-0.00024555,0.001087901,-0.000301661
297,0.003338219,0.001441893,-0.005983218,0.023506731,0.002284503,0.002513992,-0.000289508,-0.005030845,0.022656889,0.003722378,-0.001367299,-0.006375914,-0.006908944,0.018230325,0.006726522,0.001148566,-0.000844961,-0.005992295,0.023964219,0.007907491
298,-0.006390161,-0.005436508,-0.000402594,-0.007937417,-0.016279395,-0.008290776,-0.007203587,-0.000817785,-0.010794741,-0.016034971,-0.006710819,-0.010232693,-0.0028066,-0.002434553,-0.006411465,-0.006242978,-0.005173569,-0.002694495,-0.005984643,-0.009550931
299,-0.002219612,-5.39E-05,-0.003549364,0.012326316,-0.018642732,0.000795401,-0.001021197,-0.002023701,0.014917573,-0.016255966,0.004381761,0.005035516,-0.004291248,0.011101967,-0.006530411,-0.002412915,0.000212056,-0.005760899,0.009189857,-0.006427611
300,0.003023994,0.001147387,0.027269182,-0.010980695,-0.007364256,0.001270846,0.000495226,0.029694667,-0.010837961,-0.010838989,0.008364017,0.006251515,0.02124444,-0.000806181,-0.00258571,0.004084986,-0.000543402,0.043657087,-0.005018926,-0.002123103
301,0.003105241,-0.002556652,-0.005132334,0.01697894,-0.003909871,0.00425847,-0.002886263,-0.002141639,0.01843351,-0.00208927,0.008016748,-0.005530681,-0.006585944,0.004474638,-0.00272484,0.014291488,-0.003579792,-0.003194963,0.009977145,-0.002908835
