,rf_vimp.1,rf_vimp.2,rf_vimp.3,rf_vimp.4,rf_vimp.5,sss_vimp.1,sss_vimp.2,sss_vimp.3,sss_vimp.4,sss_vimp.5,er_vimp.1,er_vimp.2,er_vimp.3,er_vimp.4,er_vimp.5,ar_vimp.1,ar_vimp.2,ar_vimp.3,ar_vimp.4,ar_vimp.5
1,0.010645374,0.001125989,0.051280912,0.022457667,0.028656451,0.011527163,0.002237494,0.053211521,0.02344845,0.030508586,0.01569201,0.003126766,0.068598468,0.007332185,0.007672568,0.019880848,-8.26E-05,0.09019827,0.012244617,0.010649055
2,-0.004338516,0.00826123,0.014429003,-0.007464848,-0.017357864,0.000541371,0.009196393,0.016696347,-0.005829705,-0.012947957,0.001730031,0.020057703,0.015646008,-0.001028194,-0.001781498,0.002419053,0.017484375,0.017986474,-0.000913665,-0.002047203
3,-0.014334433,-0.002504086,0.043483945,0.004428235,-0.014607076,-0.014057196,-0.00061005,0.046320076,0.005368875,-0.008394303,-0.008830155,-0.001177131,0.054951253,0.000468916,-0.001952381,-0.010053632,-0.002429487,0.075559634,-0.001701048,-0.006314107
4,-0.001749801,-0.000716612,0.067668495,0.006586312,0.017928039,-0.002566628,-0.000162736,0.070418369,0.008477624,0.019712209,-0.000927813,0.006101411,0.060837443,0.001518017,-1.97E-05,-0.0024694,0.001174905,0.082514658,0.001444509,0.001925769
5,-0.007675029,-9.11E-05,0.009296728,-0.001397002,-0.01655494,-0.006007174,-0.000434151,0.00577349,-0.002104875,-0.017635207,-0.000980685,-0.004096746,0.002536457,-0.001971034,-0.006154811,-0.005288791,-0.001389972,0.005201123,-0.001959199,-0.009408868
6,-0.000342566,-0.000687764,0.025230271,0.001466025,-0.007857816,0.001479693,-0.00125662,0.026585885,0.000838911,-0.008956074,-0.002538503,-0.002112634,0.034658802,0.008510593,-0.002449717,-0.003352804,-0.001802648,0.049643432,-0.001172464,-0.003631918
7,-0.007068741,0.001485943,0.02138344,-0.000303395,-0.00440336,-0.004392276,-6.25E-05,0.020975135,-0.00503654,-0.005108653,-0.006890377,0.002331822,0.023089314,0.002839694,-0.002202802,-0.002229221,0.001701196,0.029756306,-0.001703818,-0.000840866
8,-0.008165394,0.000807069,0.012765531,0.005780725,0.006645988,-0.008750634,0.003385609,0.014607717,0.007469736,0.007688626,-0.018105638,-0.004103445,0.018446923,0.002071467,0.00011653,-0.009586791,-0.002474059,0.030650217,0.002473035,0.002980413
9,0.010920643,-0.003212935,0.009916301,0.005603871,0.00181394,0.01035695,-0.002074921,0.010982258,0.00610853,0.00458279,0.005323218,-0.004589461,0.017328973,0.008631937,-0.000401868,0.006974098,-0.003372121,0.018263441,0.003048022,0.000146195
10,-0.003378894,0.000205119,0.023546892,-0.013212794,0.000330414,-0.005585323,0.002021928,0.0219154,-0.010438848,-0.001063338,-0.005597522,-0.002503272,0.030094947,-0.00581092,0.003866494,0.001489411,-0.001472095,0.050476914,-0.007150354,-0.001003827
11,-0.000798968,-0.001494468,0.036805268,-0.011377318,-0.025941541,-0.001176054,-0.001867689,0.038198472,-0.011060096,-0.026472726,-0.009787612,-0.006293354,0.03936515,-0.007579966,-0.004471257,-0.006179588,-0.000471391,0.059653644,-0.003981582,-0.010139581
12,-0.00544187,-0.003221093,0.010316649,-0.004347932,-0.011045888,-0.00915729,-0.005920395,0.013554345,-0.006492067,-0.007223434,-0.009741971,-0.006821889,0.010496241,-0.003693615,-0.001801337,-0.006544175,-0.004464117,0.019306981,-0.00234955,-0.004863233
13,0.003222091,-0.002030942,0.036819323,0.000793815,-0.004536512,0.002539146,-0.000925583,0.038553015,0.006109765,-0.000523678,-0.003769562,-0.007979831,0.027563711,0.001502192,-0.003888071,-0.005024508,-0.002399669,0.056884253,0.003735674,-0.001101289
14,0.006752044,-0.001751839,0.018150753,0.008848427,0.017354579,0.008949069,0.000791651,0.018946709,0.013141036,0.020939553,0.008004787,-0.002406401,0.032744032,0.003091617,0.007614951,0.010287238,-0.001818431,0.043278593,0.005104006,0.0017111
15,-0.000962565,0.000829993,0.013506856,-0.019688558,0.022866429,1.42E-05,0.001180563,0.011570174,-0.018475195,0.024097725,0.000151738,0.004249419,0.026920244,-0.012870326,0.00467389,0.002968188,0.002210968,0.025061488,-0.011982713,0.011682682
16,-0.002050029,0.002190248,0.043866029,-0.004594586,-0.00080916,0.001011423,0.001206669,0.039268386,-0.003848448,-0.002679542,0.001658736,0.008864724,0.046437008,6.95E-05,0.000278675,-0.00085047,0.010291216,0.055953273,-0.000435161,0.002232431
17,-0.007256013,-0.00072984,0.005653536,-0.004082972,0.005518435,-0.005907484,-0.000459338,0.008393959,-0.002018346,0.008339438,-0.012271491,0.004725355,0.019209369,-0.001939935,-0.000942173,-0.007206547,-0.001420625,0.015194758,-0.006809366,0.001894253
18,-0.001534757,-0.002397171,0.084375797,-0.007655085,-0.01015487,-0.001992356,0.001473222,0.089283349,-0.004159994,-0.005962556,-0.002905624,-0.000942833,0.072950767,0.002716301,-0.002545373,-0.004052887,-0.002251652,0.112004806,-0.005620527,-0.004256521
19,0.008545256,-0.000700159,0.029969868,0.001597507,-0.004310479,0.008692531,-0.003002865,0.028088201,0.001999926,-0.004803182,0.010679733,-0.008750141,0.026734748,0.000743948,0.001653988,0.011404427,-0.002300398,0.035625187,-0.000364026,0.001835988
20,0.010932301,0.000451778,-0.003528695,0.003332925,0.017736556,0.00943357,-0.002689772,-0.0039405,-4.15E-05,0.016400168,0.0083947,-0.006782949,-0.000297727,-0.000467285,0.003635882,0.00771128,-0.001852011,-2.93E-05,-0.003433815,0.009060966
21,0.004681605,-0.004492634,0.003746491,0.013401299,0.021606127,0.006948661,-0.004503758,0.004672449,0.015984442,0.019116777,-0.001997234,-0.013218425,0.008051883,0.004121651,0.002706752,0.003979471,-0.004068629,0.009903701,0.006097276,0.005369992
22,0.010821235,0.003839464,0.009275665,0.00105195,-0.006848193,0.012886178,0.00397904,0.008762198,0.00255188,-0.008836674,0.001501621,0.002901063,0.005784816,0.003563211,-5.07E-05,0.007473816,0.00104969,0.010952376,0.003375132,-0.002446508
23,0.00469154,-0.003519496,0.011573397,0.000447136,-0.000489389,0.005955594,-0.003331901,0.014125821,0.001336468,-3.65E-05,-0.000163578,-0.008293102,0.013210198,0.002754102,-0.002573936,-0.000528827,-0.003231954,0.019839027,0.00320583,-0.000383388
24,0.000892837,-0.00111195,0.063579665,0.006156575,-0.001800529,0.000653376,-0.002510268,0.063541274,0.004148461,-0.000132893,-0.004955612,-0.003999661,0.054062093,0.005363182,-0.003602769,-0.00238014,-0.002650487,0.084233346,0.001016512,-0.003596846
25,0.013080375,0.000407181,0.017982852,-0.001210049,0.016900938,0.01140442,-0.000332468,0.016098921,0.000907842,0.017363679,0.008026194,-0.001438053,0.011626705,0.000102308,0.003109944,0.012547118,-0.002715878,0.01472574,0.00035879,0.00663086
26,-0.006078542,0.003673941,0.021986857,-0.010953071,-0.009040206,-0.009424998,0.000834241,0.024601772,-0.01169503,-0.011775901,-0.002619158,0.005068059,0.017047482,-0.00638743,-0.002368382,-0.003763228,0.003199561,0.028307199,-0.005305455,-0.004561862
