"dataset","sim","method","misclass","auc"
"Ionosphere",1,"RF",0.0683760683760684,0.975238095238095
"Ionosphere",2,"RF",0.0655270655270655,0.976931216931217
"Ionosphere",3,"RF",0.0655270655270655,0.975273368606702
"Ionosphere",4,"RF",0.0683760683760684,0.976649029982363
"Ionosphere",5,"RF",0.0683760683760684,0.975731922398589
"Ionosphere",6,"RF",0.0626780626780627,0.975767195767196
"Ionosphere",7,"RF",0.0712250712250712,0.975731922398589
"Ionosphere",8,"RF",0.0655270655270655,0.976437389770723
"Ionosphere",9,"RF",0.0655270655270655,0.975802469135802
"Ionosphere",10,"RF",0.0655270655270655,0.975590828924162
"Ionosphere",11,"RF",0.0683760683760684,0.977742504409171
"Ionosphere",12,"RF",0.0683760683760684,0.975802469135802
"Ionosphere",13,"RF",0.0626780626780627,0.977037037037037
"Ionosphere",14,"RF",0.0683760683760684,0.97615520282187
"Ionosphere",15,"RF",0.0655270655270655,0.975873015873016
"Ionosphere",16,"RF",0.0655270655270655,0.976190476190476
"Ionosphere",17,"RF",0.0683760683760684,0.976331569664903
"Ionosphere",18,"RF",0.0655270655270655,0.97626102292769
"Ionosphere",19,"RF",0.0626780626780627,0.976507936507937
"Ionosphere",20,"RF",0.0683760683760684,0.975802469135802
"Ionosphere",21,"RF",0.0655270655270655,0.975873015873016
"Ionosphere",22,"RF",0.0655270655270655,0.975414462081129
"Ionosphere",23,"RF",0.0655270655270655,0.976225749559083
"Ionosphere",24,"RF",0.0655270655270655,0.975202821869489
"Ionosphere",25,"RF",0.0712250712250712,0.975379188712522
"Ionosphere",26,"RF",0.0655270655270655,0.975414462081129
"Ionosphere",27,"RF",0.0655270655270655,0.975908289241623
"Ionosphere",28,"RF",0.0683760683760684,0.97626102292769
"Ionosphere",29,"RF",0.0655270655270655,0.975802469135802
"Ionosphere",30,"RF",0.0683760683760684,0.976084656084656
"Ionosphere",31,"RF",0.0655270655270655,0.975238095238095
"Ionosphere",32,"RF",0.0712250712250712,0.975837742504409
"Ionosphere",33,"RF",0.0626780626780627,0.976437389770723
"Ionosphere",34,"RF",0.0626780626780627,0.975873015873016
"Ionosphere",35,"RF",0.0655270655270655,0.97626102292769
"Ionosphere",36,"RF",0.0626780626780627,0.976507936507937
"Ionosphere",37,"RF",0.0683760683760684,0.97657848324515
"Ionosphere",38,"RF",0.0626780626780627,0.975449735449735
"Ionosphere",39,"RF",0.0655270655270655,0.975485008818342
"Ionosphere",40,"RF",0.0655270655270655,0.976014109347443
"Ionosphere",41,"RF",0.0683760683760684,0.975837742504409
"Ionosphere",42,"RF",0.0655270655270655,0.975696649029982
"Ionosphere",43,"RF",0.0655270655270655,0.975873015873016
"Ionosphere",44,"RF",0.0655270655270655,0.975767195767196
"Ionosphere",45,"RF",0.0683760683760684,0.976049382716049
"Ionosphere",46,"RF",0.0655270655270655,0.975837742504409
"Ionosphere",47,"RF",0.0626780626780627,0.976119929453263
"Ionosphere",48,"RF",0.0655270655270655,0.975520282186949
"Ionosphere",49,"RF",0.0655270655270655,0.976719576719577
"Ionosphere",50,"RF",0.0683760683760684,0.975026455026455
"Ionosphere",1,"SSS",0.0683760683760684,0.978483245149912
"Ionosphere",2,"SSS",0.0712250712250712,0.978694885361552
"Ionosphere",3,"SSS",0.0683760683760684,0.977283950617284
"Ionosphere",4,"SSS",0.0712250712250712,0.97689594356261
"Ionosphere",5,"SSS",0.0712250712250712,0.978730158730159
"Ionosphere",6,"SSS",0.0683760683760684,0.978165784832452
"Ionosphere",7,"SSS",0.0712250712250712,0.976754850088183
"Ionosphere",8,"SSS",0.0683760683760684,0.97626102292769
"Ionosphere",9,"SSS",0.0683760683760684,0.976049382716049
"Ionosphere",10,"SSS",0.0712250712250712,0.977671957671958
"Ionosphere",11,"SSS",0.0683760683760684,0.977954144620811
"Ionosphere",12,"SSS",0.0683760683760684,0.977389770723104
"Ionosphere",13,"SSS",0.0712250712250712,0.978201058201058
"Ionosphere",14,"SSS",0.0683760683760684,0.979259259259259
"Ionosphere",15,"SSS",0.0712250712250712,0.977425044091711
"Ionosphere",16,"SSS",0.0712250712250712,0.977460317460317
"Ionosphere",17,"SSS",0.0683760683760684,0.977813051146385
"Ionosphere",18,"SSS",0.0683760683760684,0.978730158730159
"Ionosphere",19,"SSS",0.0683760683760684,0.976437389770723
"Ionosphere",20,"SSS",0.0683760683760684,0.977883597883598
"Ionosphere",21,"SSS",0.0683760683760684,0.976966490299824
"Ionosphere",22,"SSS",0.0683760683760684,0.97710758377425
"Ionosphere",23,"SSS",0.0683760683760684,0.977072310405644
"Ionosphere",24,"SSS",0.0712250712250712,0.977777777777778
"Ionosphere",25,"SSS",0.0683760683760684,0.977460317460317
"Ionosphere",26,"SSS",0.0683760683760684,0.975238095238095
"Ionosphere",27,"SSS",0.0683760683760684,0.977777777777778
"Ionosphere",28,"SSS",0.0712250712250712,0.978377425044092
"Ionosphere",29,"SSS",0.0683760683760684,0.977601410934744
"Ionosphere",30,"SSS",0.0655270655270655,0.978553791887125
"Ionosphere",31,"SSS",0.0683760683760684,0.977319223985891
"Ionosphere",32,"SSS",0.0683760683760684,0.97700176366843
"Ionosphere",33,"SSS",0.0712250712250712,0.978377425044092
"Ionosphere",34,"SSS",0.0683760683760684,0.977354497354497
"Ionosphere",35,"SSS",0.0683760683760684,0.978059964726631
"Ionosphere",36,"SSS",0.0712250712250712,0.977037037037037
"Ionosphere",37,"SSS",0.0683760683760684,0.977883597883598
"Ionosphere",38,"SSS",0.0683760683760684,0.97689594356261
"Ionosphere",39,"SSS",0.0683760683760684,0.975661375661376
"Ionosphere",40,"SSS",0.0712250712250712,0.977495590828924
"Ionosphere",41,"SSS",0.0712250712250712,0.978306878306878
"Ionosphere",42,"SSS",0.0712250712250712,0.976825396825397
"Ionosphere",43,"SSS",0.0683760683760684,0.979082892416226
"Ionosphere",44,"SSS",0.0712250712250712,0.977883597883598
"Ionosphere",45,"SSS",0.0683760683760684,0.978130511463845
"Ionosphere",46,"SSS",0.0683760683760684,0.978941798941799
"Ionosphere",47,"SSS",0.0683760683760684,0.978659611992945
"Ionosphere",48,"SSS",0.0683760683760684,0.977425044091711
"Ionosphere",49,"SSS",0.0683760683760684,0.977601410934744
"Ionosphere",50,"SSS",0.0712250712250712,0.976067019400353
"Ionosphere",1,"ER",0.0740740740740741,0.976825396825397
"Ionosphere",2,"ER",0.0797720797720798,0.975061728395062
"Ionosphere",3,"ER",0.0826210826210826,0.976225749559083
"Ionosphere",4,"ER",0.0740740740740741,0.975590828924162
"Ionosphere",5,"ER",0.0797720797720798,0.97689594356261
"Ionosphere",6,"ER",0.0769230769230769,0.976649029982363
"Ionosphere",7,"ER",0.0826210826210826,0.975555555555556
"Ionosphere",8,"ER",0.0826210826210826,0.975379188712522
"Ionosphere",9,"ER",0.0826210826210826,0.977636684303351
"Ionosphere",10,"ER",0.0854700854700855,0.976613756613757
"Ionosphere",11,"ER",0.0826210826210826,0.975167548500882
"Ionosphere",12,"ER",0.0712250712250712,0.977460317460317
"Ionosphere",13,"ER",0.0797720797720798,0.975273368606702
"Ionosphere",14,"ER",0.0769230769230769,0.975590828924162
"Ionosphere",15,"ER",0.0797720797720798,0.975767195767196
"Ionosphere",16,"ER",0.0797720797720798,0.977848324514991
"Ionosphere",17,"ER",0.0797720797720798,0.97721340388007
"Ionosphere",18,"ER",0.0797720797720798,0.975449735449735
"Ionosphere",19,"ER",0.0854700854700855,0.977671957671958
"Ionosphere",20,"ER",0.0797720797720798,0.976931216931217
"Ionosphere",21,"ER",0.0740740740740741,0.975449735449735
"Ionosphere",22,"ER",0.0769230769230769,0.97636684303351
"Ionosphere",23,"ER",0.0797720797720798,0.975943562610229
"Ionosphere",24,"ER",0.0826210826210826,0.97636684303351
"Ionosphere",25,"ER",0.0797720797720798,0.977530864197531
"Ionosphere",26,"ER",0.0797720797720798,0.976649029982363
"Ionosphere",27,"ER",0.0797720797720798,0.977178130511464
"Ionosphere",28,"ER",0.0712250712250712,0.977671957671958
"Ionosphere",29,"ER",0.0883190883190883,0.976225749559083
"Ionosphere",30,"ER",0.0883190883190883,0.976543209876543
"Ionosphere",31,"ER",0.0826210826210826,0.976931216931217
"Ionosphere",32,"ER",0.0769230769230769,0.975449735449735
"Ionosphere",33,"ER",0.0826210826210826,0.97636684303351
"Ionosphere",34,"ER",0.0769230769230769,0.975555555555556
"Ionosphere",35,"ER",0.0826210826210826,0.975626102292769
"Ionosphere",36,"ER",0.0883190883190883,0.976402116402116
"Ionosphere",37,"ER",0.0826210826210826,0.977777777777778
"Ionosphere",38,"ER",0.0797720797720798,0.976437389770723
"Ionosphere",39,"ER",0.0854700854700855,0.976084656084656
"Ionosphere",40,"ER",0.0854700854700855,0.976649029982363
"Ionosphere",41,"ER",0.0769230769230769,0.976825396825397
"Ionosphere",42,"ER",0.0826210826210826,0.976507936507937
"Ionosphere",43,"ER",0.0797720797720798,0.976119929453263
"Ionosphere",44,"ER",0.0826210826210826,0.977813051146385
"Ionosphere",45,"ER",0.0740740740740741,0.975908289241623
"Ionosphere",46,"ER",0.0797720797720798,0.975202821869488
"Ionosphere",47,"ER",0.0826210826210826,0.977178130511464
"Ionosphere",48,"ER",0.0797720797720798,0.97626102292769
"Ionosphere",49,"ER",0.0797720797720798,0.975978835978836
"Ionosphere",50,"ER",0.0797720797720798,0.975202821869488
"Ionosphere",1,"AR",0.0712250712250712,0.975873015873016
"Ionosphere",2,"AR",0.0655270655270655,0.973439153439153
"Ionosphere",3,"AR",0.0712250712250712,0.975343915343915
"Ionosphere",4,"AR",0.0712250712250712,0.973403880070547
"Ionosphere",5,"AR",0.0740740740740741,0.974109347442681
"Ionosphere",6,"AR",0.0712250712250712,0.974955908289242
"Ionosphere",7,"AR",0.0769230769230769,0.97679012345679
"Ionosphere",8,"AR",0.0740740740740741,0.976402116402116
"Ionosphere",9,"AR",0.0683760683760684,0.976719576719577
"Ionosphere",10,"AR",0.0712250712250712,0.975837742504409
"Ionosphere",11,"AR",0.0740740740740741,0.975978835978836
"Ionosphere",12,"AR",0.0683760683760684,0.976296296296296
"Ionosphere",13,"AR",0.0769230769230769,0.975343915343915
"Ionosphere",14,"AR",0.0712250712250712,0.974250440917108
"Ionosphere",15,"AR",0.0683760683760684,0.975097001763668
"Ionosphere",16,"AR",0.0712250712250712,0.974955908289242
"Ionosphere",17,"AR",0.0683760683760684,0.975731922398589
"Ionosphere",18,"AR",0.0712250712250712,0.975379188712522
"Ionosphere",19,"AR",0.0683760683760684,0.974850088183422
"Ionosphere",20,"AR",0.0712250712250712,0.975379188712522
"Ionosphere",21,"AR",0.0740740740740741,0.975308641975309
"Ionosphere",22,"AR",0.0683760683760684,0.974109347442681
"Ionosphere",23,"AR",0.0740740740740741,0.974779541446208
"Ionosphere",24,"AR",0.0683760683760684,0.974673721340388
"Ionosphere",25,"AR",0.0712250712250712,0.973721340388007
"Ionosphere",26,"AR",0.0740740740740741,0.975837742504409
"Ionosphere",27,"AR",0.0683760683760684,0.975837742504409
"Ionosphere",28,"AR",0.0712250712250712,0.971781305114638
"Ionosphere",29,"AR",0.0740740740740741,0.974179894179894
"Ionosphere",30,"AR",0.0712250712250712,0.972980599647266
"Ionosphere",31,"AR",0.0769230769230769,0.97689594356261
"Ionosphere",32,"AR",0.0769230769230769,0.973615520282187
"Ionosphere",33,"AR",0.0769230769230769,0.975555555555556
"Ionosphere",34,"AR",0.0683760683760684,0.975449735449735
"Ionosphere",35,"AR",0.0740740740740741,0.976049382716049
"Ionosphere",36,"AR",0.0769230769230769,0.976507936507937
"Ionosphere",37,"AR",0.0712250712250712,0.974462081128748
"Ionosphere",38,"AR",0.0740740740740741,0.974391534391534
"Ionosphere",39,"AR",0.0797720797720798,0.974391534391534
"Ionosphere",40,"AR",0.0683760683760684,0.975308641975309
"Ionosphere",41,"AR",0.0740740740740741,0.975626102292769
"Ionosphere",42,"AR",0.0683760683760684,0.975626102292769
"Ionosphere",43,"AR",0.0712250712250712,0.974179894179894
"Ionosphere",44,"AR",0.0683760683760684,0.974744268077601
"Ionosphere",45,"AR",0.0740740740740741,0.973333333333333
"Ionosphere",46,"AR",0.0655270655270655,0.975520282186949
"Ionosphere",47,"AR",0.0683760683760684,0.97647266313933
"Ionosphere",48,"AR",0.0740740740740741,0.9731569664903
"Ionosphere",49,"AR",0.0712250712250712,0.975061728395062
"Ionosphere",50,"AR",0.0797720797720798,0.97358024691358
