"dataset","sim","method","mse"
"Friedman1",1,"RF",3.63119154807404
"Friedman1",2,"RF",3.73976591490778
"Friedman1",3,"RF",3.642982671901
"Friedman1",4,"RF",3.64729766735645
"Friedman1",5,"RF",3.62655675157854
"Friedman1",6,"RF",3.67287211018765
"Friedman1",7,"RF",3.61107272961872
"Friedman1",8,"RF",3.73163664524527
"Friedman1",9,"RF",3.65582069170127
"Friedman1",10,"RF",3.68170285965165
"Friedman1",11,"RF",3.64654636947494
"Friedman1",12,"RF",3.57529245007651
"Friedman1",13,"RF",3.68844688015966
"Friedman1",14,"RF",3.59454432958309
"Friedman1",15,"RF",3.69646139258361
"Friedman1",16,"RF",3.67285496350002
"Friedman1",17,"RF",3.67372282496031
"Friedman1",18,"RF",3.58227602205372
"Friedman1",19,"RF",3.75391734869704
"Friedman1",20,"RF",3.63678327230301
"Friedman1",21,"RF",3.65610306513575
"Friedman1",22,"RF",3.66174367173295
"Friedman1",23,"RF",3.60123788959356
"Friedman1",24,"RF",3.68070379053776
"Friedman1",25,"RF",3.64071272398351
"Friedman1",26,"RF",3.71740204673527
"Friedman1",27,"RF",3.68139487388205
"Friedman1",28,"RF",3.6875009047934
"Friedman1",29,"RF",3.64376655683766
"Friedman1",30,"RF",3.66439758234385
"Friedman1",31,"RF",3.64621600641648
"Friedman1",32,"RF",3.63343641011263
"Friedman1",33,"RF",3.69195424678248
"Friedman1",34,"RF",3.65478434211241
"Friedman1",35,"RF",3.58325415799404
"Friedman1",36,"RF",3.67302788778981
"Friedman1",37,"RF",3.62452366369383
"Friedman1",38,"RF",3.63201880684724
"Friedman1",39,"RF",3.67064998652168
"Friedman1",40,"RF",3.60863294675601
"Friedman1",41,"RF",3.65717327937303
"Friedman1",42,"RF",3.68988431988283
"Friedman1",43,"RF",3.65467840933775
"Friedman1",44,"RF",3.70040231529097
"Friedman1",45,"RF",3.68957081498069
"Friedman1",46,"RF",3.64788172878475
"Friedman1",47,"RF",3.70984197162373
"Friedman1",48,"RF",3.67703525300577
"Friedman1",49,"RF",3.69132866403542
"Friedman1",50,"RF",3.65621346851927
"Friedman1",1,"SSS",3.70258543032549
"Friedman1",2,"SSS",3.72612710120854
"Friedman1",3,"SSS",3.6226878391735
"Friedman1",4,"SSS",3.78773874616614
"Friedman1",5,"SSS",3.66785465051724
"Friedman1",6,"SSS",3.68851909295129
"Friedman1",7,"SSS",3.53455027701616
"Friedman1",8,"SSS",3.72588385800233
