"dataset","sim","method","mse"
"Friedman1",9,"SSS",3.6526055254364
"Friedman1",10,"SSS",3.72763340153215
"Friedman1",11,"SSS",3.69745292102018
"Friedman1",12,"SSS",3.57862085444482
"Friedman1",13,"SSS",3.78216557634003
"Friedman1",14,"SSS",3.67174449562378
"Friedman1",15,"SSS",3.64064566040103
"Friedman1",16,"SSS",3.67884532655642
"Friedman1",17,"SSS",3.71386357429452
"Friedman1",18,"SSS",3.66366481080612
"Friedman1",19,"SSS",3.60827340812598
"Friedman1",20,"SSS",3.67245018093492
"Friedman1",21,"SSS",3.72148158349737
"Friedman1",22,"SSS",3.68702624675672
"Friedman1",23,"SSS",3.63989374954103
"Friedman1",24,"SSS",3.6856803708403
"Friedman1",25,"SSS",3.64614745156435
"Friedman1",26,"SSS",3.67267592424616
"Friedman1",27,"SSS",3.76776870174905
"Friedman1",28,"SSS",3.65904219868922
"Friedman1",29,"SSS",3.73730622099269
"Friedman1",30,"SSS",3.70295497517616
"Friedman1",31,"SSS",3.67318210626255
"Friedman1",32,"SSS",3.61100417174795
"Friedman1",33,"SSS",3.67970848142273
"Friedman1",34,"SSS",3.71114793834455
"Friedman1",35,"SSS",3.62283271995214
"Friedman1",36,"SSS",3.67089737030889
"Friedman1",37,"SSS",3.62304688268815
"Friedman1",38,"SSS",3.70965279045499
"Friedman1",39,"SSS",3.65961836878888
"Friedman1",40,"SSS",3.7935492332446
"Friedman1",41,"SSS",3.77279537466503
"Friedman1",42,"SSS",3.63332025349504
"Friedman1",43,"SSS",3.66839614868084
"Friedman1",44,"SSS",3.69957231153824
"Friedman1",45,"SSS",3.67485874804359
"Friedman1",46,"SSS",3.75031011199418
"Friedman1",47,"SSS",3.7222694443278
"Friedman1",48,"SSS",3.66561155479652
"Friedman1",49,"SSS",3.70673328130566
"Friedman1",50,"SSS",3.72463306993911
"Friedman1",1,"ER",4.68458632373679
"Friedman1",2,"ER",4.53734592757442
"Friedman1",3,"ER",4.77743023042879
"Friedman1",4,"ER",4.76089876519251
"Friedman1",5,"ER",4.63654334720883
"Friedman1",6,"ER",4.74303297335671
"Friedman1",7,"ER",4.66816175563593
"Friedman1",8,"ER",4.72107062905336
"Friedman1",9,"ER",4.72233838008664
"Friedman1",10,"ER",4.59365345182358
"Friedman1",11,"ER",4.59578945717056
"Friedman1",12,"ER",4.62856637545368
"Friedman1",13,"ER",4.66224785621595
"Friedman1",14,"ER",4.62254028030904
"Friedman1",15,"ER",4.64986268595582
"Friedman1",16,"ER",4.71243597355712
"Friedman1",17,"ER",4.76180240331215
"Friedman1",18,"ER",4.57852441548918
"Friedman1",19,"ER",4.72928511208654
"Friedman1",20,"ER",4.70286009483645
"Friedman1",21,"ER",4.74214494482159
"Friedman1",22,"ER",4.59504943130889
"Friedman1",23,"ER",4.68356248258148
"Friedman1",24,"ER",4.68009139232795
"Friedman1",25,"ER",4.54220632419566
"Friedman1",26,"ER",4.73416261073861
"Friedman1",27,"ER",4.59320765844956
"Friedman1",28,"ER",4.5162432783123
"Friedman1",29,"ER",4.65287577353333
"Friedman1",30,"ER",4.68527050978634
"Friedman1",31,"ER",4.59301579048669
"Friedman1",32,"ER",4.74054905705785
"Friedman1",33,"ER",5.02316542981584
"Friedman1",34,"ER",4.68626297624548
"Friedman1",35,"ER",4.68027157320358
"Friedman1",36,"ER",4.63801110298721
"Friedman1",37,"ER",4.51771179371377
"Friedman1",38,"ER",4.72333350887897
"Friedman1",39,"ER",4.78349001446553
"Friedman1",40,"ER",4.58234206380219
"Friedman1",41,"ER",4.83188894908288
"Friedman1",42,"ER",4.80090554151632
"Friedman1",43,"ER",4.63242168197289
"Friedman1",44,"ER",4.61447256881459
"Friedman1",45,"ER",4.63764917463822
"Friedman1",46,"ER",4.56475607046273
"Friedman1",47,"ER",4.68262536771062
"Friedman1",48,"ER",4.68853244387402
"Friedman1",49,"ER",4.44333316456521
"Friedman1",50,"ER",4.64874173203548
"Friedman1",1,"AR",3.47438574106729
"Friedman1",2,"AR",3.5282685823477
"Friedman1",3,"AR",3.45415286923547
"Friedman1",4,"AR",3.4050225346889
"Friedman1",5,"AR",3.3528706420352
"Friedman1",6,"AR",3.35153723417812
"Friedman1",7,"AR",3.44787677067559
"Friedman1",8,"AR",3.38006157719837
"Friedman1",9,"AR",3.39176440958314
"Friedman1",10,"AR",3.40107674300842
"Friedman1",11,"AR",3.30624749496668
"Friedman1",12,"AR",3.39628419430263
"Friedman1",13,"AR",3.48895186380871
"Friedman1",14,"AR",3.39234047794315
"Friedman1",15,"AR",3.34920373486947
"Friedman1",16,"AR",3.34942542557304
"Friedman1",17,"AR",3.40580223694318
"Friedman1",18,"AR",3.37691401271628
"Friedman1",19,"AR",3.30776320768788
"Friedman1",20,"AR",3.41205485089582
"Friedman1",21,"AR",3.36387553340005
"Friedman1",22,"AR",3.34280294282705
"Friedman1",23,"AR",3.43409418843888
"Friedman1",24,"AR",3.50856736348697
"Friedman1",25,"AR",3.59259583172113
"Friedman1",26,"AR",3.40895886502883
"Friedman1",27,"AR",3.36563035107609
"Friedman1",28,"AR",3.44388404427168
"Friedman1",29,"AR",3.3773911591136
"Friedman1",30,"AR",3.43631747171564
"Friedman1",31,"AR",3.38467227569714
"Friedman1",32,"AR",3.35529562643696
"Friedman1",33,"AR",3.38240237856748
"Friedman1",34,"AR",3.36288304816669
"Friedman1",35,"AR",3.4332405729152
"Friedman1",36,"AR",3.39214971544069
"Friedman1",37,"AR",3.42753415874258
"Friedman1",38,"AR",3.33208631718735
"Friedman1",39,"AR",3.44779237803344
"Friedman1",40,"AR",3.38997271567019
"Friedman1",41,"AR",3.4075428521808
"Friedman1",42,"AR",3.40581413339636
"Friedman1",43,"AR",3.41117787354624
"Friedman1",44,"AR",3.4692096814754
"Friedman1",45,"AR",3.39652870515674
"Friedman1",46,"AR",3.40162441414624
"Friedman1",47,"AR",3.39330369038296
"Friedman1",48,"AR",3.40378648818669
"Friedman1",49,"AR",3.44671602777647
"Friedman1",50,"AR",3.38081458104259
