"dataset","sim","method","mse"
"Housing",45,"ER",12.4556057203146
"Housing",46,"ER",12.9837874377972
"Housing",47,"ER",12.2244875532881
"Housing",48,"ER",12.6508241715893
"Housing",49,"ER",12.924267258651
"Housing",50,"ER",12.0885675872986
"Housing",1,"AR",14.374116149444
"Housing",2,"AR",14.295605318477
"Housing",3,"AR",14.2492326456265
"Housing",4,"AR",14.6011718799822
"Housing",5,"AR",13.7170573649733
"Housing",6,"AR",14.8303465683777
"Housing",7,"AR",14.9641675419649
"Housing",8,"AR",15.4540417081607
"Housing",9,"AR",14.897285302771
"Housing",10,"AR",15.2096839201295
"Housing",11,"AR",14.0595268635346
"Housing",12,"AR",13.9387637611706
"Housing",13,"AR",14.5060947267364
"Housing",14,"AR",13.7327527233825
"Housing",15,"AR",14.4290528729183
"Housing",16,"AR",14.6693437358967
"Housing",17,"AR",13.305695646912
"Housing",18,"AR",15.35058562493
"Housing",19,"AR",14.560749010848
"Housing",20,"AR",14.4120902801519
"Housing",21,"AR",14.5237243765662
"Housing",22,"AR",15.4902308996431
"Housing",23,"AR",15.0674273707162
"Housing",24,"AR",14.8374628356001
"Housing",25,"AR",15.2176074286034
"Housing",26,"AR",14.2706860824645
"Housing",27,"AR",15.411390850637
"Housing",28,"AR",14.4787155212734
"Housing",29,"AR",14.3540519820807
"Housing",30,"AR",15.4671172507451
"Housing",31,"AR",13.834336610492
"Housing",32,"AR",14.0859336449451
"Housing",33,"AR",13.3400472403064
"Housing",34,"AR",14.4457764199218
"Housing",35,"AR",15.3741670573929
"Housing",36,"AR",14.7038151120571
"Housing",37,"AR",13.9558595178178
"Housing",38,"AR",14.7307276573331
"Housing",39,"AR",15.1395537995716
"Housing",40,"AR",14.3788924266068
"Housing",41,"AR",14.0746706157155
"Housing",42,"AR",15.1753934517875
"Housing",43,"AR",14.2302204979329
"Housing",44,"AR",15.8107197723643
"Housing",45,"AR",13.7089036419919
"Housing",46,"AR",14.1598375627552
"Housing",47,"AR",15.2643313084609
"Housing",48,"AR",14.3021852625648
"Housing",49,"AR",14.5736845431091
"Housing",50,"AR",15.8834905613495
