"dataset","sim","method","mse"
"Friedman2",1,"RF",22946.7921783992
"Friedman2",2,"RF",22576.6750282465
"Friedman2",3,"RF",22659.0006118693
"Friedman2",4,"RF",22649.9612251862
"Friedman2",5,"RF",22416.8486905528
"Friedman2",6,"RF",22367.9444742193
"Friedman2",7,"RF",22893.8411873005
"Friedman2",8,"RF",23069.0259834361
"Friedman2",9,"RF",22695.6549967188
"Friedman2",10,"RF",22491.8872843459
"Friedman2",11,"RF",22218.3803092321
"Friedman2",12,"RF",23048.6930474801
"Friedman2",13,"RF",23118.1766442541
"Friedman2",14,"RF",22326.6499019716
"Friedman2",15,"RF",22008.5823044073
"Friedman2",16,"RF",22551.6397726749
"Friedman2",17,"RF",22951.9153299863
"Friedman2",18,"RF",22344.6265858232
"Friedman2",19,"RF",22622.0924027687
"Friedman2",20,"RF",21999.6226989149
"Friedman2",21,"RF",23814.1757341898
"Friedman2",22,"RF",22740.4399811484
"Friedman2",23,"RF",22954.7677937241
"Friedman2",24,"RF",22810.6225700202
"Friedman2",25,"RF",23330.9513491196
"Friedman2",26,"RF",22600.5529261922
"Friedman2",27,"RF",22906.5530310473
"Friedman2",28,"RF",23355.8140602088
"Friedman2",29,"RF",22956.5719138961
"Friedman2",30,"RF",22450.4156050137
"Friedman2",31,"RF",22978.1280092435
"Friedman2",32,"RF",22476.4413325922
"Friedman2",33,"RF",23179.7928234312
"Friedman2",34,"RF",22629.1738174115
"Friedman2",35,"RF",22805.6836464589
"Friedman2",36,"RF",22500.9232448011
"Friedman2",37,"RF",23270.6049687151
"Friedman2",38,"RF",22842.5323709488
"Friedman2",39,"RF",23467.2090970758
"Friedman2",40,"RF",23383.0174562
"Friedman2",41,"RF",22526.4245437452
"Friedman2",42,"RF",23383.9345233904
"Friedman2",43,"RF",22516.9994944457
"Friedman2",44,"RF",22731.6451627975
"Friedman2",45,"RF",22106.3084723554
"Friedman2",46,"RF",22788.9428348195
"Friedman2",47,"RF",22193.176456994
"Friedman2",48,"RF",22324.7859487893
"Friedman2",49,"RF",23421.7968884509
"Friedman2",50,"RF",24017.4658468272
"Friedman2",1,"SSS",23574.9682574504
"Friedman2",2,"SSS",23292.9273541083
"Friedman2",3,"SSS",23925.4438429148
"Friedman2",4,"SSS",23994.9936881821
"Friedman2",5,"SSS",23352.0391431894
"Friedman2",6,"SSS",23005.7881647019
"Friedman2",7,"SSS",24186.1854554051
"Friedman2",8,"SSS",23328.8156652594
"Friedman2",9,"SSS",24249.4239115124
"Friedman2",10,"SSS",23692.9243462219
"Friedman2",11,"SSS",23769.5934333993
"Friedman2",12,"SSS",24072.6935613788
"Friedman2",13,"SSS",24151.3054292546
"Friedman2",14,"SSS",23574.1162634788
"Friedman2",15,"SSS",23892.972879388
"Friedman2",16,"SSS",23388.2089982586
"Friedman2",17,"SSS",24417.3253816017
"Friedman2",18,"SSS",24042.2523222337
"Friedman2",19,"SSS",23739.7836083911
"Friedman2",20,"SSS",24426.175439465
"Friedman2",21,"SSS",23694.5026555365
"Friedman2",22,"SSS",24658.9420130065
"Friedman2",23,"SSS",22950.9584580796
"Friedman2",24,"SSS",24023.8789357798
"Friedman2",25,"SSS",24208.8530731215
"Friedman2",26,"SSS",25120.6669034258
"Friedman2",27,"SSS",23812.5945132077
"Friedman2",28,"SSS",23840.4057504441
"Friedman2",29,"SSS",23185.9733602901
"Friedman2",30,"SSS",23891.8152886876
"Friedman2",31,"SSS",22572.0010113061
"Friedman2",32,"SSS",23508.9692801228
"Friedman2",33,"SSS",24731.3101180264
"Friedman2",34,"SSS",24155.4402152433
"Friedman2",35,"SSS",24082.8541206103
"Friedman2",36,"SSS",23792.6040594682
"Friedman2",37,"SSS",23926.7446513254
"Friedman2",38,"SSS",23282.0323766535
"Friedman2",39,"SSS",23439.393394347
"Friedman2",40,"SSS",25322.938750827
"Friedman2",41,"SSS",22935.668589498
"Friedman2",42,"SSS",23909.9803769286
"Friedman2",43,"SSS",24687.5511738217
"Friedman2",44,"SSS",23613.5109191096
"Friedman2",45,"SSS",23093.0567372391
"Friedman2",46,"SSS",23633.7241619656
"Friedman2",47,"SSS",24072.4073196351
"Friedman2",48,"SSS",23125.2072700637
"Friedman2",49,"SSS",23272.3137935148
"Friedman2",50,"SSS",24266.8319087512
"Friedman2",1,"ER",27310.9555609645
"Friedman2",2,"ER",27496.5402594612
"Friedman2",3,"ER",26614.8238638237
"Friedman2",4,"ER",27673.1256828211
"Friedman2",5,"ER",26366.1618892675
"Friedman2",6,"ER",26284.234095893
"Friedman2",7,"ER",27699.2132432713
"Friedman2",8,"ER",26446.2352135778
"Friedman2",9,"ER",26712.0268438445
"Friedman2",10,"ER",26797.6510091501
"Friedman2",11,"ER",26466.6333560339
"Friedman2",12,"ER",26541.8812938119
"Friedman2",13,"ER",28224.9136358753
"Friedman2",14,"ER",26098.4362266597
"Friedman2",15,"ER",27811.6342296562
"Friedman2",16,"ER",27156.7173295122
"Friedman2",17,"ER",26487.4090322213
"Friedman2",18,"ER",27301.5724148069
"Friedman2",19,"ER",28027.7335949745
"Friedman2",20,"ER",26251.65360471
"Friedman2",21,"ER",27768.7971660866
"Friedman2",22,"ER",26619.4058970326
"Friedman2",23,"ER",27810.319982416
"Friedman2",24,"ER",27658.7955540944
"Friedman2",25,"ER",27848.6592970349
"Friedman2",26,"ER",27239.4845493137
"Friedman2",27,"ER",27374.8788438428
"Friedman2",28,"ER",27759.359905154
"Friedman2",29,"ER",27511.8390492804
"Friedman2",30,"ER",26486.025218234
"Friedman2",31,"ER",27777.1280780897
"Friedman2",32,"ER",26330.7942128037
"Friedman2",33,"ER",26248.5550620795
"Friedman2",34,"ER",26902.4732920779
"Friedman2",35,"ER",28841.3006431798
"Friedman2",36,"ER",26431.7504820823
"Friedman2",37,"ER",27221.9721853298
"Friedman2",38,"ER",27918.1293389452
"Friedman2",39,"ER",27187.2900286516
"Friedman2",40,"ER",27125.7364344587
"Friedman2",41,"ER",26945.3714298985
"Friedman2",42,"ER",28972.3964384036
"Friedman2",43,"ER",26936.3705057882
"Friedman2",44,"ER",26943.5450304181
"Friedman2",45,"ER",26699.6333738087
"Friedman2",46,"ER",25316.7469488259
"Friedman2",47,"ER",28610.3531159253
"Friedman2",48,"ER",27155.8328890794
"Friedman2",49,"ER",28088.6214654552
"Friedman2",50,"ER",26542.3294906815
"Friedman2",1,"AR",17124.7105283838
"Friedman2",2,"AR",17207.9739880131
"Friedman2",3,"AR",17282.2258094859
"Friedman2",4,"AR",17241.5463386464
"Friedman2",5,"AR",17093.2782228636
"Friedman2",6,"AR",17208.1086553509
"Friedman2",7,"AR",17220.0686760917
